"","p-value","R-squared","p.valor_beta0","p.valor_B73_PvsB73_noP","p.valor_MICH_noPvsB73_noP","p.valor_MICH_PvsB73_noP","p.valor_Time","p.valor_TimexB73_P","p.valor_TimexMICH_noP","p.valor_TimexMICH_P","p.valor_Time2","p.valor_Time2xB73_P","p.valor_Time2xMICH_noP","p.valor_Time2xMICH_P","p.valor_Time3","p.valor_Time3xB73_P","p.valor_Time3xMICH_noP","p.valor_Time3xMICH_P"
"Zm00001eb194130",1.51830718428882e-08,0.63044389279219,2.91591603570573e-20,4.58255504983001e-05,0.00159364626201743,NA,NA,NA,NA,NA,7.98779300562901e-05,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194160",3.80653539476907e-09,0.713107439413422,NA,NA,NA,NA,0.680293330580568,NA,NA,NA,0.0338856977345958,5.45122408527565e-07,2.88563175863174e-06,1.50180768534726e-08,NA,NA,NA,NA
"Zm00001eb194180",7.70743254192065e-10,0.649776336516744,NA,NA,NA,4.69131459723406e-10,NA,NA,6.71905706888798e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194200",3.45100082369323e-12,0.73276259054029,8.96825612630106e-27,NA,2.4000039542433e-10,4.95201429998188e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194270",1.66585029869486e-08,0.628657130478732,3.64820939738955e-05,0.0344600076924115,NA,8.65834554828734e-06,NA,NA,0.00773887184281984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194300",6.9930515748029e-18,0.878263452549375,5.10295241465581e-18,0.429811598910391,5.66491440934301e-13,3.09805938315972e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194380",1.81455956153318e-14,0.83701509942875,8.38486005609394e-05,NA,5.68164075233559e-08,6.97199843429794e-12,NA,NA,0.016959707281113,0.000123189351178349,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb194590",2.21467721671593e-10,0.703248314182593,2.32658202727389e-22,6.07258702852183e-07,0.00291567264755502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153725368652782
"Zm00001eb194700",5.05203684184044e-10,0.690291456513731,4.14820764324648e-15,0.0235702486863536,1.61737855429029e-08,2.71387406815114e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195030",4.96262579938004e-07,0.622901889681983,NA,NA,6.68533584292237e-05,5.24387165190987e-05,0.897048236470733,NA,0.00251234171848983,0.00472709387704629,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195080",5.06929742631988e-13,0.824836753490291,9.98895565254174e-12,8.87487774328292e-05,5.95394364221595e-08,1.34212951873586e-08,NA,7.16747495376549e-05,NA,NA,NA,NA,NA,NA,NA,0.0033508420622696,NA,NA
"Zm00001eb195120",2.93290049102451e-12,0.786338550714141,6.17919222861819e-19,0.0173485002261592,5.6467939947439e-08,3.41660550998582e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.0371877331342877,NA,NA,NA
"Zm00001eb195180",8.31346213792259e-11,0.686679294215718,1.24392571193377e-18,NA,5.17052132301766e-10,7.62148409261551e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195340",4.95798335886669e-10,0.690593010821487,9.80406911274391e-13,NA,0.0194007471493469,7.59043365615673e-08,NA,NA,NA,0.0156045754004965,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195370",2.71044713288228e-10,0.700126287175936,3.92316530374931e-07,NA,8.24153866394335e-07,9.39748365290564e-09,NA,NA,NA,0.000728254888376959,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195380",8.29730525251962e-09,0.641872636651445,4.67444426224405e-17,NA,0.00481787299032312,9.56860838275111e-07,1.33811104739557e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195600",3.85491562005861e-14,0.863586512670856,2.357316178636e-18,0.02786927968036,3.32697171499559e-10,1.00438962915872e-07,NA,NA,NA,NA,NA,NA,NA,NA,5.01001576310924e-08,NA,0.00213642483840553,0.0207891390044549
"Zm00001eb195630",8.3802704885178e-08,0.658903394103445,NA,0.771090696001389,NA,NA,6.87936820209732e-06,0.00487188108250695,NA,NA,NA,NA,0.917493337978805,3.01314685495687e-05,NA,NA,NA,NA
"Zm00001eb195760",2.68116678344441e-08,0.651497244600716,NA,NA,1.21955057528694e-06,NA,0.147060557434494,NA,0.000189197995802768,NA,NA,NA,0.0022848256650409,NA,NA,NA,NA,NA
"Zm00001eb195790",6.00620077200382e-14,0.826306495719246,0.0448063625022971,NA,NA,5.0267245105494e-09,NA,NA,3.31694911504033e-09,0.0349450986759237,NA,NA,NA,NA,NA,NA,0.000265011477017136,NA
"Zm00001eb195800",1.17193686104121e-09,0.676478529864219,0.000747953999679925,0.78706503443118,5.38300376866807e-06,2.06265326300496e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195810",3.2954189508095e-09,0.715403671826848,1.6123581107157e-12,4.33259374658614e-05,NA,NA,NA,0.00117791699460859,0.00704475930061408,NA,NA,0.00424155139253304,NA,NA,NA,0.00785171321002613,NA,NA
"Zm00001eb195860",2.22042132425294e-10,0.670904632143808,4.06907511603578e-22,NA,1.98082380698282e-09,1.0112052330315e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb195900",9.217275563608e-11,0.685058328156278,1.20390834628847e-16,NA,9.91409163315418e-10,4.20931374358135e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196020",1.57461832149128e-07,0.616434429230004,9.89872917196542e-08,NA,NA,NA,NA,NA,1.65908658609699e-05,NA,NA,9.87007062640053e-05,NA,NA,7.37087227660388e-09,NA,NA,1.47065291860495e-07
"Zm00001eb196030",1.58166963080046e-09,0.700798216404513,0.00015323245695115,NA,NA,NA,NA,NA,NA,NA,6.52159211030087e-11,NA,2.56607465889698e-07,6.43749423851538e-10,NA,9.74533805500127e-08,NA,NA
"Zm00001eb196100",8.03066578198864e-15,0.802649796937542,9.80872101994864e-08,NA,3.54585016374001e-07,1.43406718080944e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196170",7.06984002917999e-12,0.797503317669975,9.53454967070652e-15,0.813556373260106,9.9151527303603e-11,4.6259775965051e-11,NA,0.0419200494891278,NA,NA,NA,NA,NA,NA,0.00124128651103716,NA,NA,NA
"Zm00001eb196200",1.37883999089656e-14,0.871278908550944,0.000184435702653315,NA,3.31479932295565e-06,0.0662993433569273,3.51013515299303e-06,0.949630509950977,NA,0.00586836338736442,NA,NA,NA,NA,NA,NA,0.00209350080238787,NA
"Zm00001eb196240",1.4274286113546e-13,0.79701701800947,8.63747904717611e-12,0.005355953375317,5.56308943180829e-07,1.22604194832184e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196320",4.42821557626901e-10,0.745455889512487,NA,NA,NA,NA,0.456256302649872,NA,NA,NA,0.0498176978487098,NA,3.11343092334785e-08,1.66110263464296e-10,NA,1.089508021745e-08,NA,NA
"Zm00001eb196380",2.45325234404556e-07,0.607087081562394,NA,NA,NA,NA,8.76446274036954e-09,NA,0.025410010046,2.24902577842388e-05,NA,0.000255116658442954,NA,NA,NA,NA,NA,NA
"Zm00001eb196430",2.96101511989991e-11,0.73260451435247,NA,NA,NA,NA,NA,NA,0.00113314716741954,NA,NA,NA,6.68701055991476e-05,NA,NA,NA,2.72033371614522e-06,NA
"Zm00001eb196500",5.55586989999884e-13,0.823952441561926,0.000885965451895029,NA,3.15282267725416e-08,1.18512893115037e-06,0.00264669646691743,0.00281227410676984,NA,NA,NA,NA,NA,NA,0.0196928655420907,NA,NA,NA
"Zm00001eb196510",2.38084864427501e-10,0.75406594938631,0.00113891667297608,NA,2.3179658662743e-07,9.35359840351803e-07,0.00019637225096799,0.883013694008414,NA,NA,NA,NA,NA,NA,0.00851444367218509,NA,NA,NA
"Zm00001eb196550",1.76689847733387e-08,0.659259793379781,8.3102357184553e-16,2.61327422073629e-05,6.47863740595816e-09,0.00166859384767353,NA,NA,NA,0.23443602442751,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196600",6.70581401910032e-17,0.904623513900885,3.40129619466555e-07,NA,0.0013022812372323,0.0176615518762928,6.68385981104679e-07,0.524103597458545,0.0349694638199106,0.000639821442184983,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196630",2.3350033543787e-12,0.809489326155669,0.0350304055693486,NA,9.08923883881934e-05,1.60925574717535e-08,0.111814912159388,NA,0.0294135366710462,0.000785971251284302,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196640",1.85036013659211e-09,0.668720590804459,6.28589825818787e-16,NA,NA,9.14567678006837e-10,NA,NA,0.0025098790328644,NA,NA,9.0952988646454e-08,NA,NA,NA,NA,NA,NA
"Zm00001eb196760",1.1927596557248e-21,0.922075964683097,7.1688484963518e-20,0.0761932560492495,1.2819530775113e-15,3.7704867169609e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196780",1.06176611680542e-21,0.922540419041563,4.40248488563603e-18,0.000129252667725029,7.4695394106535e-14,2.45537873324707e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196830",5.55837444074578e-18,0.893881026113474,8.29643345686968e-17,0.0018413259278464,9.09982371453767e-13,6.08027824971564e-13,NA,0.00845301586339272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196880",2.90719810676617e-15,0.812425528552467,7.19327458437896e-14,NA,3.13824352975344e-11,4.65564461459426e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb196900",1.73389322619542e-12,0.741803044220251,8.034435392995e-09,NA,NA,NA,NA,NA,NA,8.49541474316149e-13,NA,NA,4.54641777077816e-06,NA,NA,NA,NA,NA
"Zm00001eb196920",1.24360113779822e-14,0.821023383269436,8.2345851019304e-15,0.0335674892149959,4.02324055276222e-09,6.68928303580078e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb197020",4.22521974813546e-10,0.693147274422671,1.76889181458216e-19,0.0208995548850512,1.01617405161924e-06,NA,NA,NA,NA,0.000406856298316567,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb197050",3.84875023336395e-19,0.879976583087467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00117338296920998,NA,NA,NA,2.12343644828855e-07,NA
"Zm00001eb197120",1.01781052617368e-12,0.798062068909226,1.11696408653008e-21,0.26747366952052,0.00029763113193153,NA,NA,0.0144015806808246,NA,NA,2.57189326375325e-07,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb197370",4.352287278519e-12,0.757842865791874,1.30622799689546e-12,0.0782893569958946,6.2797119736674e-08,1.86989427008472e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb197410",9.63871699976186e-09,0.639072334806106,5.21581988245162e-10,NA,0.00414625959185732,NA,0.00071059731570415,NA,NA,NA,0.0173868503836196,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb198730",9.11919900757432e-11,0.74326088679539,NA,NA,NA,NA,3.26002622706424e-11,NA,NA,NA,NA,1.26568565488348e-09,0.000416742283951426,2.80749059344711e-10,NA,NA,NA,NA
"Zm00001eb198950",5.9393490370215e-09,0.678717253343798,NA,NA,NA,NA,NA,NA,NA,NA,1.76221796905383e-10,3.9431287711958e-08,NA,NA,NA,NA,7.98140750281681e-06,7.11391679838857e-09
"Zm00001eb199980",1.17368505926853e-10,0.76351411373871,NA,NA,NA,NA,0.861560158916207,NA,NA,NA,0.0117076547132786,3.39707445189718e-10,1.58900733671707e-06,6.30307837935427e-11,NA,NA,NA,NA
"Zm00001eb200120",1.75766523546957e-07,0.614138068692509,0.00085941693186841,NA,NA,NA,NA,NA,NA,NA,7.57709901789419e-09,1.30334925468516e-06,NA,3.54588752678049e-07,NA,NA,0.000581087996862068,NA
"Zm00001eb200710",1.74893680534078e-07,0.614242331808656,5.42970276335882e-08,NA,0.000782106650959229,NA,3.31748381797148e-08,NA,NA,NA,NA,0.00956252413427775,NA,2.85740615018908e-06,NA,NA,NA,NA
"Zm00001eb200910",3.44901206708777e-08,0.614325705844242,1.0671158606556e-11,NA,0.000470300627672641,NA,0.000335090436963823,NA,0.0177544506678515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb202520",7.16309282500616e-10,0.713263461611328,NA,NA,NA,NA,3.32529971826682e-11,5.96918532213364e-08,0.00119461934384737,NA,NA,NA,NA,5.36205595227042e-08,NA,NA,NA,NA
"Zm00001eb202760",1.4305735724543e-07,0.618425995641967,NA,NA,NA,NA,3.57039461673909e-09,NA,NA,NA,NA,1.77484981105341e-05,NA,3.86997529797618e-06,NA,NA,0.0015703413594152,NA
"Zm00001eb202960",1.18854445929639e-09,0.705357993667647,NA,NA,NA,NA,8.94901682534126e-11,NA,NA,NA,NA,2.36264686839023e-08,0.000855849202347866,2.65227422183411e-08,NA,NA,NA,NA
"Zm00001eb203230",3.83580196840586e-09,0.686194115320573,NA,NA,NA,NA,NA,NA,NA,NA,1.00562169810584e-10,NA,NA,NA,NA,4.22808345843584e-08,5.16109839753043e-07,2.27741534212068e-09
"Zm00001eb203660",2.98702405827809e-13,0.829852347460476,NA,NA,NA,NA,0.614145178147261,NA,6.88571943410437e-06,NA,0.0136951844926223,1.42330563138158e-12,NA,3.21753254704751e-13,NA,NA,NA,NA
"Zm00001eb204150",9.3585145737361e-08,0.627106487400551,NA,NA,NA,NA,4.26362829934088e-09,NA,NA,NA,NA,0.000135901931431635,0.0129284142634528,1.46418224023424e-05,NA,NA,NA,NA
"Zm00001eb204350",6.93085437351732e-11,0.747004573008395,0.00434655606608814,NA,NA,NA,2.45277042010788e-12,NA,NA,NA,NA,NA,NA,8.01591956784796e-09,NA,2.84275697070378e-07,0.000233259466114641,NA
"Zm00001eb204630",3.24513680969478e-07,0.601066871459507,0.0369507561212803,NA,NA,NA,2.47715560124332e-08,NA,NA,NA,NA,0.000163903368185741,NA,6.54455044291107e-06,NA,NA,0.0250035852416588,NA
"Zm00001eb204960",8.1841463944465e-08,0.629806059147884,NA,NA,NA,NA,NA,NA,NA,NA,1.73028999002707e-09,1.86908595039799e-06,NA,1.11180632914322e-07,NA,NA,1.0152860764588e-05,NA
"Zm00001eb205940",2.73442277107255e-08,0.651126630009086,NA,NA,NA,NA,3.38625774983546e-09,6.51241441867092e-07,NA,9.20520044774786e-08,NA,NA,NA,NA,NA,NA,0.000601463390139119,NA
"Zm00001eb206220",1.4265949955561e-08,0.69114400511868,NA,NA,NA,NA,0.786804811006268,NA,NA,NA,0.0445569075644939,2.02919142407765e-08,2.03950172511254e-05,4.27132123845519e-09,NA,NA,NA,NA
"Zm00001eb206350",1.3930835665592e-09,0.702833057270964,0.0256675359674886,NA,NA,NA,NA,NA,0.000348111007285343,NA,1.98233926249396e-10,2.03774525903254e-09,NA,7.9137677938926e-09,NA,NA,NA,NA
"Zm00001eb206580",1.20649621065978e-09,0.70512056652569,NA,NA,NA,NA,NA,NA,NA,NA,4.8858274979225e-11,2.48972894446362e-08,NA,6.93792649324949e-10,NA,NA,1.44529739537019e-06,NA
"Zm00001eb207060",2.73466103013421e-08,0.651124987295878,0.0126131412002935,NA,NA,NA,8.54123155746193e-10,NA,NA,NA,NA,3.99963338093463e-06,0.00135593009433641,5.18323620346931e-07,NA,NA,NA,NA
"Zm00001eb207830",3.23130324491824e-09,0.689077513441876,NA,NA,NA,NA,NA,NA,NA,NA,8.17785662843834e-11,5.29888321923701e-09,NA,1.94537332277819e-08,NA,NA,5.98727130702282e-07,NA
"Zm00001eb208250",1.65033208983362e-07,0.645638171259449,4.6481906429543e-05,NA,NA,NA,0.977990497936063,NA,NA,NA,0.0418903271078324,NA,5.07112151913595e-05,NA,NA,3.54342760103376e-06,NA,1.64110163221839e-08
"Zm00001eb208500",1.68613351646399e-08,0.660119425813972,1.12874018025564e-16,2.2216410816238e-06,0.702464747494388,1.46571807743313e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.00565713118449931,NA,NA,NA
"Zm00001eb208800",4.89717956397204e-09,0.682039136045828,8.60095858838868e-06,NA,NA,NA,NA,NA,NA,NA,3.99886074708518e-10,6.59743519742373e-09,3.34560744809988e-05,7.70396290051428e-09,NA,NA,NA,NA
"Zm00001eb209360",2.28586780736926e-08,0.654487781934561,7.15918844977214e-16,4.08011553532489e-08,0.00010850401822513,6.89524764923031e-08,NA,NA,0.00453697927469508,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb209960",3.47589788611727e-08,0.646572367116406,1.85089114946762e-07,NA,NA,NA,NA,NA,NA,NA,1.97078549126647e-09,3.27446861907546e-05,NA,NA,NA,NA,0.00703009611040982,2.42708026181004e-06
"Zm00001eb210140",4.21899951634796e-08,0.64284965264127,NA,NA,NA,NA,9.48958464028507e-10,NA,NA,NA,NA,6.08734233139426e-06,0.000110969854953337,1.67006722357523e-07,NA,NA,NA,NA
"Zm00001eb211170",3.6429380753565e-10,0.695496393694595,2.60682737789226e-05,1.67002213947319e-07,0.602506205056497,2.79157022948397e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb211890",1.07766535875108e-08,0.668231100158254,5.29288336073153e-14,5.32665301377252e-08,7.67314730197828e-07,1.96440352901184e-09,NA,NA,0.0393137901155988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb211920",1.12615972086125e-08,0.695200951858521,3.92468430973509e-14,NA,0.185716574286295,1.04675516718392e-05,NA,0.000204302162903684,NA,NA,NA,NA,NA,NA,0.00995361708015655,0.0267622944680887,NA,NA
"Zm00001eb211930",1.47269468659572e-08,0.662593460893818,1.36460528748247e-14,2.41316166972341e-06,0.989190277943428,1.66410439473445e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.0100583357422784,NA,NA,NA
"Zm00001eb212420",5.58757293143838e-08,0.637378648313675,5.03948879710186e-13,1.49344065647512e-06,NA,1.02241535801505e-06,NA,NA,0.409005437674847,NA,NA,NA,NA,NA,0.000793636958135895,NA,NA,NA
"Zm00001eb212520",4.81826233216516e-11,0.751879056617581,2.07671342375805e-20,NA,0.00066631926162354,NA,2.62693532172853e-12,NA,NA,1.39859819832416e-05,NA,NA,NA,NA,NA,0.00230808173210115,NA,NA
"Zm00001eb212610",1.89712539955077e-07,0.612535245765612,NA,NA,NA,NA,1.21982173466786e-08,NA,NA,NA,NA,2.13910342383823e-06,0.000874317054665624,1.75028897695138e-07,NA,NA,NA,NA
"Zm00001eb212710",2.54193775208695e-07,0.606328170960958,NA,NA,NA,NA,5.7308108977558e-08,NA,NA,2.79022141133823e-06,NA,2.59016783179386e-06,NA,NA,NA,NA,0.0250350302524806,NA
"Zm00001eb213010",4.71349593048524e-10,0.719632569696825,NA,NA,NA,NA,NA,NA,NA,NA,2.58726261219176e-11,9.21126063577343e-09,NA,NA,NA,NA,0.000124277223411033,3.51942198844293e-09
"Zm00001eb213070",1.20138437565849e-15,0.820533208337258,NA,NA,2.71883193913074e-11,1.52071721641499e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb213670",3.2219532823346e-10,0.725296278586376,4.89906245032747e-21,NA,0.000788358869887501,3.99138997282618e-06,2.42306376051679e-10,NA,NA,NA,NA,0.0111233813558667,NA,NA,NA,NA,NA,NA
"Zm00001eb213720",1.89795169273594e-09,0.747627866557332,0.00511326003153063,NA,0.0837512220124601,0.679069257125311,1.4169098990593e-08,1.82901808977769e-08,NA,5.72135851511444e-05,NA,NA,NA,NA,NA,NA,0.0198202113686398,NA
"Zm00001eb213970",1.54342067426644e-09,0.671823918594205,0.000247296144016951,0.0303156098379178,8.6855430267256e-06,6.37592143219989e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb214230",4.16911986336408e-08,0.643079344423073,1.50596735159969e-12,NA,NA,NA,NA,NA,7.5247074918205e-05,5.47413072664333e-09,5.68002076919876e-08,1.04971173052479e-07,NA,NA,NA,NA,NA,NA
"Zm00001eb214780",4.56085518440334e-13,0.806516739780502,0.000249039581915963,NA,0.00204464262228099,9.56644647834836e-14,NA,1.34875220898553e-07,0.0209471559435233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb215510",1.1433128312249e-08,0.720069166431049,0.0414020497321844,0.913570830337435,0.00765976054456109,0.970843010676059,2.9555610669503e-06,0.00156663181285522,NA,0.000857547769266134,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb215810",1.07185942166969e-07,0.624353615184344,NA,NA,NA,NA,9.23171214353242e-09,NA,NA,1.75990847331898e-06,NA,1.58232684048803e-06,NA,NA,NA,NA,0.00552493173244044,NA
"Zm00001eb216220",4.40799496795264e-09,0.683836081385948,7.83187964963693e-17,NA,NA,1.54675774519334e-08,2.59290775812431e-08,NA,0.0021004273753759,NA,NA,3.39243315094395e-07,NA,NA,NA,NA,NA,NA
"Zm00001eb216290",2.13312728866211e-08,0.655776077924318,1.40551982726269e-13,5.46452143233737e-05,NA,0.000222501658932662,1.19879421059396e-05,NA,0.374961034554429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb216310",6.01030762345245e-09,0.705704912547903,1.36362175429708e-06,0.76327279265161,0.000236661600682399,NA,1.50444765171207e-07,0.000885427790175098,NA,4.83484111955216e-09,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb216410",1.38692798326126e-09,0.702903775695171,1.49043085664682e-16,NA,NA,1.64366447150827e-11,NA,NA,5.22807222630952e-05,NA,NA,0.000541610031241176,NA,NA,0.0143962618747298,NA,NA,NA
"Zm00001eb218750",1.63552318065847e-10,0.735101057589702,7.08366815802935e-05,NA,NA,NA,4.18332860337678e-11,NA,NA,NA,NA,1.29181033342561e-09,0.000467164588633674,1.05231655053354e-09,NA,NA,NA,NA
"Zm00001eb219590",8.20169671376265e-08,0.629763092825409,NA,NA,NA,NA,3.75949229674037e-09,NA,NA,NA,NA,3.60925980534375e-05,NA,8.66625753195196e-06,NA,NA,0.0101826848429078,NA
"Zm00001eb219860",5.80082372380425e-08,0.665883032120181,1.97386599325889e-09,9.01071353081521e-07,0.00395244219829189,0.289787541862104,NA,NA,NA,0.0126328695301029,4.33936563997459e-05,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb220060",1.7258611837996e-09,0.699391603553692,0.0170505421674214,NA,NA,NA,2.16662686369424e-10,NA,NA,NA,NA,0.000116326074276565,NA,3.45977356199381e-06,NA,NA,0.0264001481177685,NA
"Zm00001eb222050",1.68493468189509e-08,0.660132476241838,NA,NA,NA,NA,3.2991948048015e-09,1.25180090751936e-07,0.000457216548671528,4.93721254961967e-08,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb222510",1.53964644708508e-07,0.616901653875946,2.77419802571586e-05,3.93864791626352e-07,0.000865607432977706,1.37063272204885e-07,0.00520881806929807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb222540",1.67911608410474e-07,0.615094472977805,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95815915031609e-05,NA,NA,3.46727968758853e-09,NA,1.68872263901412e-05,2.55548964755087e-07
"Zm00001eb223090",5.23111343157297e-08,0.638670153656787,NA,NA,NA,NA,3.43059003457539e-09,NA,NA,NA,NA,2.55674806484595e-05,NA,1.11059202360499e-07,NA,NA,0.00163646160242091,NA
"Zm00001eb223810",2.14711651243158e-08,0.655654522304464,0.00312676403220512,NA,NA,NA,3.51774429911661e-09,2.65022499927872e-07,NA,NA,NA,NA,NA,1.01418183184461e-07,NA,NA,0.00239986595925875,NA
"Zm00001eb223980",4.32222297521599e-08,0.642382345399081,2.35699807747395e-11,NA,2.10367059112347e-05,NA,0.00176418264872499,NA,0.00888524391851575,NA,0.0398972785044611,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb224740",4.49309516972387e-08,0.641631446536056,1.78012091104242e-06,NA,NA,3.51200948038368e-07,NA,NA,0.0148508846573038,NA,NA,0.000333260765779274,NA,NA,NA,0.00687662284506967,NA,NA
"Zm00001eb225320",1.60673967677593e-08,0.629354247044916,6.43545058919319e-16,NA,NA,9.75043323475885e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0379766238079066,0.000225609788370082
"Zm00001eb225330",7.97899315427745e-10,0.649169449741172,NA,NA,0.00098218515120708,NA,4.75502974868903e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb225950",1.72976256014332e-07,0.614473106379967,1.77289107551308e-09,NA,0.852330239845945,1.98412277040129e-06,NA,0.000271645736682734,NA,NA,NA,NA,NA,NA,NA,0.0325078092487199,NA,NA
"Zm00001eb226190",1.21026011046322e-06,0.60334459951815,6.01196893605463e-06,0.00373293141223619,0.470621899595722,6.06708271134445e-05,0.00634657121654113,NA,NA,NA,NA,NA,NA,NA,0.00111166392120837,NA,NA,NA
"Zm00001eb226580",2.71801458809975e-12,0.763662848671156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00421724847924573,NA,NA,0.00508676085558088,2.4996357087157e-05,NA
"Zm00001eb226690",2.19945071000656e-10,0.730862006764819,0.0143432656470826,NA,NA,NA,NA,NA,NA,NA,NA,3.7586148129982e-08,NA,NA,3.1577080094616e-12,NA,1.57961636689116e-07,7.62114743688085e-10
"Zm00001eb227200",4.63011115084263e-08,0.670085058618875,3.0107417185244e-06,5.28235609786306e-06,0.00527762159855823,6.39365032851102e-07,0.0304324956148102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00888768701766495,NA
"Zm00001eb227670",1.44686861306755e-07,0.618191440900592,2.4641977474706e-14,7.77785387706109e-05,0.656736517077197,3.66157002786454e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.00118620105612013,NA,NA,NA
"Zm00001eb228230",6.22309371154754e-08,0.635257805298687,NA,NA,NA,NA,8.60927007701737e-09,1.88973845817766e-06,NA,NA,NA,NA,0.00740585573555281,3.39014952886747e-07,NA,NA,NA,NA
"Zm00001eb229070",1.75155684844576e-08,0.659420190498473,0.0211893456435986,NA,NA,NA,NA,NA,NA,NA,6.57959562986825e-10,4.89372552634657e-07,NA,1.75505389252644e-08,NA,NA,5.06750183743838e-05,NA
"Zm00001eb229570",2.23121524323319e-07,0.609106929570249,5.59627600066875e-07,NA,0.0143116397892357,1.17951878330641e-08,NA,2.91752660323978e-05,NA,NA,NA,NA,NA,NA,0.00883502038244638,NA,NA,NA
"Zm00001eb230820",5.90601533630654e-11,0.749161841212536,0.000279959902875558,NA,NA,NA,NA,NA,NA,NA,1.61699121056979e-12,6.38264464689093e-08,1.20131099636035e-06,1.55997773541317e-10,NA,NA,NA,NA
"Zm00001eb231720",5.88829031229637e-08,0.636348197860767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75400949125254e-09,1.11874541639423e-07,5.2377534369431e-05,8.02630157699342e-08
"Zm00001eb232580",5.90899504417524e-10,0.716210754411073,0.0251314420226554,NA,NA,NA,NA,NA,NA,NA,1.82200572985245e-11,3.7516732978589e-08,4.45708271178115e-05,3.98521447006207e-09,NA,NA,NA,NA
"Zm00001eb233140",1.40462932674466e-08,0.691411939983912,5.11422650418996e-14,NA,0.00632050982131725,NA,NA,1.36443312752938e-09,NA,8.24449209588495e-10,4.70147041682692e-06,NA,NA,NA,NA,NA,0.0116108165166349,NA
