gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb064020,6.55E-06,0.642728034,9.44E-15,NA,NA,NA,0.000353238,0.043912145,NA,NA
Zm00001eb064130,3.72E-11,0.725593531,2.92E-25,NA,NA,NA,2.86E-06,NA,NA,NA
Zm00001eb064210,2.39E-08,0.720133834,1.53E-12,NA,0.002360641,NA,0.028734863,NA,NA,0.022489383
Zm00001eb064340,1.40E-09,0.705902722,2.13E-25,NA,NA,0.018890764,5.32E-06,NA,NA,NA
Zm00001eb064400,9.06E-14,0.804174387,2.80E-19,NA,NA,NA,0.000248345,0.019959245,0.002528857,NA
Zm00001eb064420,7.70E-10,0.656491091,1.60E-14,NA,NA,NA,2.35E-05,NA,NA,NA
Zm00001eb064450,6.29E-15,0.78528803,1.03E-11,0.005135563,NA,NA,0.005283906,NA,0.040948876,NA
Zm00001eb064620,1.49E-08,0.683659398,1.16E-11,NA,NA,NA,0.001752229,NA,0.00920461,NA
Zm00001eb064750,1.57E-11,0.755962103,0.048333219,NA,NA,0.01232488,0.000102037,NA,NA,NA
Zm00001eb064780,3.30E-14,0.786304432,8.97E-12,NA,NA,NA,1.80E-05,NA,NA,NA
Zm00001eb065140,3.35E-06,0.766976775,8.47E-05,0.024175392,0.005603788,0.028957461,0.008020725,0.035520427,0.009307088,0.041239228
Zm00001eb065160,3.12E-08,0.716019184,9.39E-18,NA,NA,NA,0.004438485,0.039251982,0.027657435,NA
Zm00001eb065210,1.06E-09,0.665320346,NA,NA,NA,NA,0.00012066,NA,NA,NA
Zm00001eb065250,7.10E-09,0.642150179,3.35E-16,NA,1.45E-05,NA,NA,NA,NA,NA
Zm00001eb065340,8.66E-13,0.776218028,2.25E-23,NA,1.36E-06,NA,NA,0.020446991,NA,NA
Zm00001eb065350,2.09E-06,0.633658421,0.021377064,NA,NA,0.017045718,0.022024121,0.029494138,0.030194733,NA
Zm00001eb065570,1.98E-08,0.726891834,2.48E-16,NA,NA,NA,0.0027198,0.037352602,0.017378032,NA
Zm00001eb065660,1.37E-08,0.663714577,1.32E-05,NA,NA,NA,0.001206706,NA,0.005189046,NA
Zm00001eb065790,5.26E-06,0.644091426,7.05E-18,NA,NA,NA,0.000277729,0.007261724,NA,NA
Zm00001eb066060,5.11E-06,0.617256865,1.45E-05,0.001102079,0.004053192,NA,0.001601338,NA,NA,NA
Zm00001eb066100,5.32E-05,0.68794617,0.000850502,0.038771783,0.040309571,0.033829934,0.049833053,0.033214297,NA,0.038600411
Zm00001eb066210,1.70E-10,0.65187973,0.02368767,NA,0.001495013,NA,0.00444932,NA,NA,NA
Zm00001eb066320,7.55E-07,0.647986229,4.84E-24,NA,NA,0.049146344,4.47E-05,NA,NA,NA
Zm00001eb066470,4.42E-07,0.60649347,1.04E-19,NA,NA,NA,7.14E-05,NA,NA,NA
Zm00001eb066480,1.36E-11,0.724734029,1.06E-27,NA,NA,0.017074006,1.64E-06,NA,NA,NA
Zm00001eb066520,5.33E-13,0.841170255,3.72E-12,0.037347074,NA,0.032019396,0.012352097,0.02840076,0.023829188,0.027279554
Zm00001eb066620,5.82E-16,0.778064349,2.53E-05,0.013858138,NA,0.003671228,0.021788514,0.001575381,0.004986886,NA
Zm00001eb066630,7.21E-08,0.663983996,1.74E-14,NA,NA,NA,0.007298098,NA,0.033864869,NA
Zm00001eb066960,2.53E-14,0.791715342,9.71E-11,NA,0.000128419,NA,0.002117604,NA,NA,NA
Zm00001eb067250,1.29E-20,0.84626796,0.04382521,NA,1.56E-06,NA,2.75E-05,NA,NA,NA
Zm00001eb067270,4.04E-10,0.734067988,0.004647004,NA,0.000804363,0.017276174,0.00018011,0.04150658,NA,NA
Zm00001eb067330,1.50E-05,0.642495228,1.33E-16,NA,0.000198485,NA,NA,0.028878128,NA,0.013832573
Zm00001eb067510,3.32E-10,0.762344602,0.020858544,NA,0.012314685,0.004649401,0.01667854,NA,NA,NA
Zm00001eb067570,1.61E-14,0.80116532,2.76E-14,NA,NA,NA,0.000382098,NA,0.005107454,0.008525254
Zm00001eb067590,3.60E-13,0.704286854,7.69E-06,NA,5.84E-06,NA,NA,NA,NA,0.006494403
Zm00001eb067660,3.33E-07,0.620821658,5.58E-24,NA,8.00E-05,NA,NA,NA,NA,NA
Zm00001eb067700,3.69E-06,0.62625989,1.13E-19,0.018529006,NA,NA,0.001354842,NA,NA,NA
Zm00001eb067900,7.31E-12,0.723522999,6.10E-10,NA,NA,NA,0.001168221,NA,0.009640417,NA
Zm00001eb068120,6.08E-42,0.861005224,7.15E-07,NA,NA,NA,NA,NA,1.35E-08,7.52E-06
Zm00001eb068160,5.50E-07,0.667945496,2.21E-17,NA,0.008082217,NA,0.042113329,NA,NA,NA
Zm00001eb068300,6.85E-08,0.620096199,7.68E-22,NA,NA,NA,4.49E-05,NA,NA,NA
Zm00001eb068310,1.46E-08,0.670296209,NA,NA,5.07E-05,NA,NA,NA,NA,0.014653693
Zm00001eb068410,3.37E-14,0.782176981,3.31E-15,NA,NA,NA,3.33E-06,NA,NA,0.002881218
Zm00001eb068420,3.85E-11,0.720145967,3.46E-07,NA,NA,0.008522619,2.06E-05,NA,NA,NA
Zm00001eb068500,5.26E-06,0.60173057,0.00046676,NA,NA,0.00411382,0.030890522,NA,0.040570258,NA
Zm00001eb068530,1.80E-07,0.611704163,8.67E-16,NA,NA,NA,6.23E-05,NA,NA,NA
Zm00001eb068670,5.14E-08,0.660271443,2.18E-09,NA,0.001634051,NA,0.012001362,NA,NA,NA
Zm00001eb068710,8.58E-07,0.60213038,1.66E-18,NA,NA,NA,0.004066476,NA,0.016384426,NA
Zm00001eb068880,6.49E-08,0.681188051,9.34E-13,NA,NA,NA,0.001568216,NA,0.007278141,NA
Zm00001eb069040,2.30E-06,0.622895062,2.35E-11,0.036396645,NA,NA,0.000284004,NA,NA,NA
Zm00001eb069140,6.89E-07,0.602108479,1.68E-13,NA,NA,NA,7.94E-05,NA,NA,NA
Zm00001eb069150,1.54E-13,0.750372827,NA,NA,NA,NA,4.67E-06,0.001592967,NA,NA
Zm00001eb069180,2.08E-11,0.704992496,3.03E-11,NA,1.16E-06,NA,NA,NA,NA,NA
Zm00001eb069210,5.78E-08,0.695277658,5.52E-12,NA,9.46E-05,NA,NA,0.037582987,0.002459825,NA
Zm00001eb069400,3.15E-08,0.654664345,2.24E-11,NA,NA,NA,0.001304429,NA,0.005731961,NA
Zm00001eb069480,3.43E-05,0.706621705,0.029139058,0.007084944,0.025649805,0.005499087,0.01807954,0.005326646,0.014569627,0.00581555
Zm00001eb069550,3.18E-17,0.817760613,6.54E-09,NA,1.45E-05,NA,0.000263583,NA,NA,NA
Zm00001eb069560,2.40E-09,0.672553242,NA,NA,0.000438173,NA,0.003606625,NA,NA,NA
Zm00001eb069630,3.96E-06,0.648021447,4.02E-14,0.049729928,NA,NA,0.000575171,NA,NA,NA
Zm00001eb069670,7.02E-08,0.704010436,0.001186022,NA,0.000439951,NA,0.003553138,NA,NA,NA
Zm00001eb070050,1.00E-08,0.68404183,1.63E-14,NA,NA,NA,0.001761851,NA,0.009402687,NA
Zm00001eb070100,6.03E-07,0.603980698,3.69E-24,NA,NA,NA,0.000106201,NA,NA,NA
Zm00001eb070110,6.67E-06,0.605182703,7.97E-19,NA,0.000146421,NA,NA,0.01427629,NA,NA
Zm00001eb070150,6.32E-08,0.711063517,7.30E-16,NA,NA,NA,0.002685418,0.045515039,0.016021094,NA
Zm00001eb070240,5.38E-08,0.631005193,9.85E-18,NA,2.70E-05,NA,NA,NA,NA,NA
Zm00001eb070280,6.44E-10,0.666116248,9.87E-08,NA,2.46E-06,NA,NA,NA,NA,NA
Zm00001eb070390,1.59E-08,0.642302184,1.26E-07,NA,0.004203698,NA,0.024972363,NA,NA,NA
Zm00001eb070460,6.85E-12,0.794398849,2.29E-12,NA,NA,0.008221172,0.001018106,NA,0.007712006,NA
Zm00001eb070490,1.79E-19,0.830916469,NA,NA,NA,NA,2.82E-06,NA,NA,0.001120777
Zm00001eb070520,1.20E-21,0.865413386,5.55E-15,0.001773676,2.14E-07,NA,NA,NA,NA,NA
Zm00001eb070610,1.36E-08,0.657239884,0.029748526,NA,0.01909608,NA,0.02323007,NA,NA,NA
Zm00001eb070790,8.98E-10,0.716737353,9.47E-13,NA,2.12E-05,NA,NA,NA,NA,0.003150572
Zm00001eb070810,1.35E-24,0.877180253,NA,2.92E-07,0.004391881,NA,NA,NA,NA,0.010705303
Zm00001eb070890,8.40E-10,0.74013862,2.69E-15,NA,NA,NA,0.00097197,0.010837345,0.007103361,NA
Zm00001eb070900,2.45E-09,0.774044571,5.63E-17,0.000892978,NA,0.001881066,0.00786262,0.002539227,NA,NA
Zm00001eb070940,8.69E-08,0.676780379,2.09E-15,NA,NA,NA,4.73E-05,0.007769719,NA,NA
Zm00001eb071130,8.83E-10,0.698135957,3.68E-13,NA,NA,NA,0.004087379,NA,0.024382185,NA
Zm00001eb071190,6.35E-09,0.652582047,1.15E-10,NA,NA,NA,0.000341408,NA,0.001596459,NA
Zm00001eb071280,4.12E-07,0.630139103,1.13E-20,NA,NA,NA,0.001989114,NA,0.00770744,NA
Zm00001eb071400,1.33E-09,0.75494891,1.25E-15,NA,NA,0.024653854,0.00079692,NA,0.004536335,NA
Zm00001eb071510,2.66E-17,0.798151229,0.006261632,NA,0.001350644,NA,0.007160897,NA,NA,0.001204685
Zm00001eb071770,3.36E-21,0.858144215,8.81E-20,NA,NA,NA,0.001338889,NA,0.021610646,NA
Zm00001eb071800,6.52E-17,0.789706023,5.07E-26,NA,NA,NA,1.68E-07,NA,NA,NA
Zm00001eb071850,7.95E-15,0.836814439,0.01049642,0.018719158,0.00052476,0.008288156,0.00064814,0.006058399,NA,NA
Zm00001eb071870,1.07E-09,0.709938948,NA,NA,0.001438864,NA,0.017267082,NA,NA,NA
Zm00001eb071910,0.000176432,0.603728804,0.000986765,NA,NA,0.03794981,0.010176813,0.038036,0.011956418,0.039055076
Zm00001eb072100,1.19E-06,0.650807024,4.92E-16,0.015306073,NA,NA,0.009646072,NA,0.025540531,NA
Zm00001eb072190,3.16E-07,0.640503663,9.04E-07,NA,0.000269332,NA,0.001236162,NA,NA,NA
Zm00001eb072290,2.03E-09,0.744903006,5.66E-14,NA,NA,NA,0.006213476,0.022618555,0.045868244,NA
Zm00001eb072360,3.73E-09,0.706290307,1.84E-20,NA,NA,NA,0.000528188,NA,0.002436857,NA
Zm00001eb072580,1.02E-18,0.845917324,4.02E-16,NA,NA,NA,3.17E-06,0.007952891,2.25E-05,NA
Zm00001eb072600,1.15E-07,0.651036775,9.42E-08,NA,NA,NA,0.001953491,NA,0.008500476,NA
Zm00001eb072810,8.93E-23,0.87078179,1.57E-09,NA,4.57E-06,0.014958037,0.000129101,NA,NA,NA
Zm00001eb072840,2.19E-09,0.710938104,3.22E-15,NA,NA,NA,0.000616277,NA,0.003141313,NA
Zm00001eb073040,2.19E-09,0.69901011,1.52E-15,0.036416829,NA,NA,6.76E-05,NA,NA,NA
Zm00001eb073250,1.57E-15,0.797963835,6.83E-22,NA,NA,NA,2.45E-07,NA,NA,NA
Zm00001eb073260,6.74E-19,0.832305287,0.004482544,NA,0.002013001,NA,0.004196694,0.010566517,NA,0.019009528
Zm00001eb073270,5.99E-24,0.841141072,0.002904783,NA,1.81E-05,0.000335331,NA,NA,NA,NA
Zm00001eb073290,5.50E-06,0.719597227,0.000322094,0.00930365,0.001133837,0.007265131,0.001387874,0.006230313,0.002022757,NA
Zm00001eb073300,1.92E-09,0.68657834,2.02E-08,NA,1.10E-05,NA,2.66E-05,NA,NA,NA
Zm00001eb073420,5.52E-12,0.77028868,1.84E-12,NA,0.000182119,NA,NA,NA,0.016884814,NA
Zm00001eb073490,9.07E-10,0.716610927,3.10E-15,NA,6.70E-05,NA,NA,NA,0.001941764,NA
Zm00001eb073500,1.04E-28,0.836732733,7.85E-06,NA,NA,NA,1.07E-07,1.43E-05,NA,NA
Zm00001eb073590,7.35E-07,0.779753025,NA,0.046676983,0.00812082,0.032764768,0.010495433,0.028965867,0.015969199,0.027046069
Zm00001eb073610,5.47E-06,0.629571499,3.64E-06,NA,0.00240202,NA,0.003167345,NA,0.003364667,NA
Zm00001eb073640,1.16E-11,0.751064191,0.00053613,NA,NA,NA,0.001238665,NA,0.007896121,NA
Zm00001eb073730,1.25E-06,0.655197736,1.36E-13,NA,0.000995755,NA,NA,NA,0.035829682,0.014620581
Zm00001eb073880,1.66E-07,0.645691592,2.93E-18,NA,NA,NA,6.66E-05,0.010534539,NA,NA
Zm00001eb073990,3.61E-08,0.685056527,0.000331044,0.017446633,0.006540543,0.011921947,0.019518989,0.01542529,NA,NA
Zm00001eb074080,2.92E-05,0.637019281,0.000432358,NA,0.007683429,0.015175472,0.045864212,NA,NA,NA
Zm00001eb074210,2.73E-10,0.727589217,7.29E-19,NA,NA,NA,0.000808789,NA,0.004806311,NA
Zm00001eb074220,1.02E-08,0.720032527,1.03E-13,NA,NA,NA,0.00106486,0.036246433,0.006323593,NA
Zm00001eb074370,2.59E-12,0.813900553,NA,0.009075598,0.0044727,NA,0.01670523,0.000883731,0.028140396,NA
Zm00001eb074460,2.44E-07,0.648327414,2.01E-19,NA,7.80E-05,NA,NA,NA,NA,NA
Zm00001eb074610,1.66E-10,0.743821844,1.63E-13,NA,3.93E-05,NA,0.000229437,NA,NA,NA
Zm00001eb074640,8.63E-07,0.602535993,8.14E-06,NA,0.000261829,NA,0.001146978,NA,NA,NA
Zm00001eb074680,5.18E-10,0.720819779,2.07E-13,0.011116763,NA,NA,2.72E-05,NA,NA,NA
Zm00001eb074750,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb074830,2.07E-10,0.771249123,0.000390987,NA,0.008674238,0.013001445,0.020064322,0.005333719,0.027209389,NA
Zm00001eb074840,2.82E-07,0.641946333,NA,NA,0.000157629,NA,NA,NA,NA,0.017427744
Zm00001eb074850,2.75E-12,0.748934198,7.51E-13,NA,4.70E-05,NA,NA,NA,0.003106103,NA
Zm00001eb074930,3.71E-07,0.640888394,1.63E-06,NA,0.001372269,NA,NA,NA,0.039119095,NA
Zm00001eb075050,4.67E-05,0.605375917,4.73E-15,NA,0.000390708,NA,NA,NA,NA,0.034141565
Zm00001eb075190,9.53E-06,0.627213588,1.25E-05,0.017901212,0.006975993,NA,0.019042176,NA,NA,NA
Zm00001eb075200,1.46E-09,0.73240991,1.58E-13,NA,1.13E-05,NA,NA,NA,NA,0.033977184
Zm00001eb075250,3.95E-17,0.803095506,3.78E-09,NA,9.28E-06,NA,2.00E-05,0.003065358,NA,NA
Zm00001eb075370,1.02E-10,0.725928397,7.05E-28,NA,NA,0.007263444,NA,NA,2.80E-06,NA
Zm00001eb075450,4.37E-06,0.603032144,8.67E-10,NA,0.000957927,NA,0.004295584,NA,NA,NA
Zm00001eb075710,5.52E-08,0.610146085,2.27E-07,NA,0.000364218,NA,NA,NA,NA,NA
Zm00001eb075730,1.00E-07,0.68036502,1.40E-14,NA,5.73E-05,NA,NA,NA,NA,0.006730397
Zm00001eb076160,2.71E-05,0.607307392,1.42E-11,0.041585415,0.000899088,NA,0.002590062,NA,NA,NA
Zm00001eb076200,2.71E-18,0.782472908,0.00906993,NA,2.34E-07,0.002478878,NA,NA,NA,NA
Zm00001eb076240,2.40E-07,0.600325868,2.44E-06,NA,0.001479669,NA,NA,NA,NA,NA
Zm00001eb076350,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb076550,9.97E-12,0.860664222,NA,NA,0.006795722,0.024900536,0.002891625,0.012672895,0.002629312,0.008470818
Zm00001eb076610,4.98E-06,0.629392352,6.33E-17,NA,0.00012571,NA,NA,NA,NA,0.02779135
Zm00001eb076680,2.23E-26,0.879305359,1.33E-14,NA,0.000722008,NA,0.034056399,NA,NA,NA
Zm00001eb076710,1.20E-06,0.669122636,7.83E-07,NA,0.000930257,0.020056432,0.004723488,NA,NA,NA
Zm00001eb076780,1.95E-08,0.66799184,3.97E-11,NA,0.003513554,NA,0.029048102,NA,NA,NA
Zm00001eb076990,5.80E-09,0.730148372,NA,NA,NA,NA,NA,0.006063815,4.52E-05,0.003910243
Zm00001eb077030,3.66E-16,0.817561345,1.08E-21,NA,1.62E-07,NA,NA,0.000510426,NA,NA
Zm00001eb077080,7.24E-25,0.893003447,1.02E-09,0.00126741,NA,0.001951876,4.65E-05,0.003160167,NA,0.003982244
Zm00001eb077130,4.18E-11,0.750708908,1.05E-11,NA,1.54E-05,NA,5.44E-05,NA,NA,0.047828715
Zm00001eb077160,6.53E-14,0.74472258,1.09E-06,NA,NA,NA,4.61E-06,0.035262743,NA,NA
Zm00001eb077270,4.47E-11,0.761637954,1.45E-14,NA,NA,NA,0.001924585,0.003107265,0.016994709,NA
Zm00001eb077300,3.31E-05,0.613408608,0.01598568,NA,NA,0.013318425,0.007555075,0.019619571,0.008547901,0.02662472
Zm00001eb077320,3.31E-05,0.613408608,0.01598568,NA,NA,0.013318425,0.007555075,0.019619571,0.008547901,0.02662472
Zm00001eb077330,3.29E-09,0.727384774,1.12E-17,0.000473103,NA,NA,0.001849783,NA,NA,NA
Zm00001eb077350,1.45E-09,0.709278126,8.67E-08,NA,0.000374687,NA,0.003519568,NA,NA,NA
Zm00001eb077410,1.07E-22,0.861550443,NA,NA,0.000126553,0.002342675,0.005103236,NA,NA,NA
Zm00001eb077540,7.02E-12,0.777633234,7.73E-11,NA,NA,NA,0.001062929,0.015540739,0.010204752,NA
Zm00001eb077720,2.21E-08,0.675882566,5.78E-14,0.003156796,NA,NA,0.000460575,NA,NA,NA
Zm00001eb077910,7.29E-10,0.751617165,8.00E-10,NA,NA,NA,0.000332917,NA,NA,NA
Zm00001eb077930,4.15E-06,0.668739614,NA,NA,0.007045568,0.032773885,0.043784066,NA,NA,NA
Zm00001eb077950,0,0.999999973,0.000107096,NA,0.027037773,0.013812018,0.002743969,0.001104961,0.000155986,7.04E-05
Zm00001eb078090,2.10E-05,0.605569346,5.58E-12,0.002089886,NA,NA,0.02044315,NA,0.018650187,NA
Zm00001eb078620,7.45E-10,0.755712359,5.64E-05,NA,0.000881199,NA,NA,NA,NA,NA
Zm00001eb078810,2.31E-11,0.726462939,8.51E-16,NA,NA,NA,0.000236435,NA,0.001510761,NA
Zm00001eb079130,2.17E-05,0.623197372,8.84E-18,NA,NA,NA,0.007857576,0.048474403,0.032104409,NA
Zm00001eb079150,1.39E-08,0.696148595,4.78E-16,NA,NA,NA,3.92E-05,0.003836796,NA,NA
Zm00001eb079170,2.08E-46,0.850888736,NA,NA,NA,NA,1.67E-08,1.91E-06,NA,NA
Zm00001eb079180,7.75E-12,0.757014606,3.33E-11,0.010561377,NA,NA,0.008138197,NA,0.046231667,NA
Zm00001eb079390,1.22E-05,0.638400067,0.016378491,NA,0.000465597,NA,NA,0.005806578,NA,NA
Zm00001eb079490,4.49E-10,0.665610148,1.86E-07,NA,NA,NA,0.000170512,NA,NA,0.000706866
Zm00001eb079790,8.67E-10,0.696395694,NA,NA,1.05E-05,NA,0.000119895,NA,NA,NA
Zm00001eb079820,4.33E-08,0.633845832,1.06E-23,NA,NA,NA,2.78E-05,NA,NA,NA
Zm00001eb079980,7.81E-08,0.689615967,1.82E-11,0.043015395,NA,NA,0.000139573,NA,NA,NA
Zm00001eb080090,6.44E-07,0.634755246,2.25E-10,NA,0.00175621,NA,NA,NA,0.042951508,NA
Zm00001eb080130,1.72E-08,0.699503081,0.007504053,NA,NA,0.02174512,0.001153066,NA,0.004591465,NA
Zm00001eb080160,2.38E-10,0.758132622,3.39E-08,NA,0.002918438,0.003518756,0.034523308,NA,NA,NA
Zm00001eb080180,1.94E-05,0.659595149,0.007386146,0.032571322,0.000515067,0.032663839,0.00251778,NA,NA,NA
Zm00001eb080610,2.05E-10,0.706492429,5.05E-23,NA,6.32E-06,NA,NA,NA,NA,NA
Zm00001eb080680,5.80E-11,0.722131122,8.60E-17,NA,3.13E-06,NA,NA,0.004045515,NA,NA
Zm00001eb080760,8.64E-09,0.678105372,0.003319593,0.002113473,0.003105849,0.000972623,0.011114692,NA,0.022653893,NA
Zm00001eb080840,4.97E-18,0.837318821,2.89E-28,NA,NA,NA,9.28E-08,0.003018408,NA,NA
Zm00001eb081060,6.64E-17,0.826784167,1.96E-15,NA,0.002420463,NA,0.045349134,NA,NA,NA
Zm00001eb081130,1.83E-06,0.638158933,1.34E-13,NA,NA,NA,0.00046937,NA,0.00108187,NA
Zm00001eb081140,5.21E-06,0.664431828,1.18E-16,0.016160111,0.029314337,0.008377711,NA,0.007694077,NA,NA
Zm00001eb081200,2.20E-06,0.620673743,8.66E-23,NA,NA,NA,0.002873031,NA,0.00983898,NA
Zm00001eb081290,3.44E-16,0.821582292,5.61E-12,NA,NA,NA,7.61E-07,0.007960934,NA,NA
Zm00001eb081430,2.81E-06,0.648384195,NA,NA,0.003060961,NA,0.004995722,NA,0.009329478,NA
Zm00001eb081460,2.70E-07,0.714335337,3.74E-16,0.003393462,0.033974107,0.00201398,NA,0.002093368,NA,NA
Zm00001eb081570,5.46E-07,0.637666711,0.003853825,NA,0.005617158,NA,0.044197848,NA,NA,NA
Zm00001eb082100,1.21E-11,0.761773262,4.09E-10,NA,NA,NA,0.002024725,0.014128506,0.020488374,NA
Zm00001eb082130,1.74E-10,0.711867174,8.35E-18,NA,NA,NA,1.17E-06,0.010420994,NA,NA
Zm00001eb082200,7.17E-17,0.765822054,0.002680013,NA,NA,NA,0.000122603,NA,0.0008888,NA
Zm00001eb082370,1.33E-08,0.674157366,2.97E-13,NA,NA,NA,0.000961983,NA,0.00518428,NA
Zm00001eb082760,1.10E-05,0.647942945,4.36E-15,NA,NA,NA,0.005837717,NA,0.026360651,0.03797924
Zm00001eb082820,2.12E-06,0.656568814,8.31E-05,NA,NA,NA,0.006590179,NA,0.028341553,0.017683837
Zm00001eb083180,6.39E-08,0.654460169,5.24E-15,NA,NA,NA,0.000268069,NA,0.00130506,NA
Zm00001eb083210,4.45E-22,0.864217735,1.27E-24,NA,NA,NA,3.41E-08,0.02294897,NA,NA
Zm00001eb083520,9.94E-11,0.793626839,5.06E-15,0.000848975,NA,0.004432141,0.006491776,0.009524242,NA,NA
Zm00001eb083540,3.70E-09,0.67387379,4.91E-07,NA,0.000378707,NA,NA,NA,NA,NA
Zm00001eb083610,5.43E-16,0.80815317,1.09E-13,NA,6.20E-07,NA,NA,NA,NA,NA
Zm00001eb083680,1.06E-14,0.793874708,2.08E-25,NA,NA,NA,2.40E-07,0.002628016,NA,NA
Zm00001eb083690,3.99E-10,0.675910719,5.01E-23,NA,NA,NA,4.56E-06,NA,NA,NA
Zm00001eb083760,2.71E-05,0.620584318,2.47E-09,NA,0.000194945,NA,NA,NA,NA,0.039999877
Zm00001eb084220,0.000966513,0.683780593,NA,0.047968295,0.010658424,0.037975627,0.012841901,0.036456332,0.015882405,0.034057644
Zm00001eb084630,1.85E-10,0.689816035,2.84E-09,NA,NA,NA,0.000667443,NA,0.004551347,NA
Zm00001eb084750,8.38E-07,0.632897312,7.55E-13,NA,0.003678502,NA,0.021734738,NA,NA,NA
Zm00001eb084900,7.68E-09,0.723058219,2.48E-09,NA,0.003347006,0.006337244,0.028743364,NA,NA,NA
Zm00001eb084910,1.90E-10,0.731833494,2.36E-13,NA,9.61E-06,NA,NA,0.014596741,NA,NA
Zm00001eb085030,2.94E-06,0.607178958,3.23E-16,NA,0.002031535,NA,0.009365646,NA,NA,NA
Zm00001eb085180,5.79E-08,0.703779953,8.26E-11,NA,NA,NA,0.000658092,0.047330948,NA,NA
Zm00001eb085310,1.12E-08,0.724619281,3.63E-16,NA,NA,NA,0.006516894,NA,0.047785368,0.006392619
Zm00001eb085320,1.94E-09,0.710529567,4.19E-16,NA,2.18E-05,NA,NA,NA,NA,0.017819346
Zm00001eb085330,3.42E-11,0.757063064,5.60E-07,NA,0.002371983,NA,0.008430224,0.024396133,0.022846097,NA
Zm00001eb085380,2.17E-06,0.610972663,6.54E-21,NA,NA,NA,0.000191574,0.015602506,NA,NA
Zm00001eb085400,6.40E-09,0.626718498,8.91E-19,NA,NA,NA,1.20E-05,NA,NA,NA
Zm00001eb085470,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb085650,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb085680,3.83E-16,0.824555357,4.46E-09,NA,7.59E-05,NA,0.001476858,NA,NA,NA
Zm00001eb085780,2.84E-08,0.611345605,5.01E-20,NA,2.94E-05,NA,NA,NA,NA,NA
Zm00001eb085820,6.96E-10,0.798960598,1.02E-08,NA,NA,0.00664328,0.01033885,0.002733819,0.019339428,0.00133103
Zm00001eb085840,8.05E-08,0.629888459,2.39E-23,NA,4.93E-05,NA,NA,NA,NA,NA
Zm00001eb085850,1.12E-08,0.679060674,2.31E-11,NA,0.005325826,NA,0.045019033,NA,NA,NA
Zm00001eb086120,4.05E-07,0.631905185,1.03E-07,NA,0.00126329,NA,0.007182982,NA,NA,NA
Zm00001eb086130,1.60E-16,0.814065299,5.01E-18,0.02762457,8.57E-07,NA,NA,NA,NA,NA
Zm00001eb086280,1.38E-07,0.647806681,1.56E-12,NA,NA,NA,0.003313421,NA,0.015047122,NA
Zm00001eb086720,3.49E-06,0.626267668,3.21E-20,NA,NA,NA,0.000156468,0.04464675,NA,NA
Zm00001eb086910,2.44E-06,0.604553036,8.45E-12,NA,0.00134163,NA,0.006277882,NA,NA,NA
Zm00001eb086930,2.05E-15,0.818229587,3.05E-09,0.009194087,NA,0.001373547,5.54E-05,NA,0.000306066,NA
Zm00001eb087080,4.25E-06,0.616647508,0.002491515,NA,0.003224428,NA,0.018535401,NA,NA,NA
Zm00001eb087280,5.39E-06,0.609865969,3.55E-17,NA,NA,NA,0.010994078,0.006043819,NA,0.011850078
Zm00001eb087650,3.56E-11,0.797729218,6.36E-12,NA,NA,NA,0.002354466,0.023067732,0.020354116,NA
Zm00001eb087720,2.81E-26,0.879187821,NA,NA,5.58E-07,NA,1.33E-05,0.009683361,NA,NA
Zm00001eb087740,1.01E-11,0.680347321,NA,NA,NA,NA,2.29E-05,0.003572651,NA,NA
Zm00001eb087860,1.95E-24,0.82240675,1.08E-17,NA,NA,NA,6.89E-07,NA,NA,0.027475683
Zm00001eb087880,7.70E-16,0.797142532,2.63E-16,NA,NA,NA,1.68E-07,0.02299935,NA,NA
Zm00001eb087960,3.30E-10,0.787309286,3.99E-07,0.00792858,NA,0.016371473,0.013636645,0.023147091,NA,0.029747312
Zm00001eb088090,6.86E-07,0.623405973,1.38E-11,NA,0.003771502,NA,0.022805707,NA,NA,NA
Zm00001eb088190,8.51E-09,0.656414183,NA,NA,0.000273793,NA,NA,NA,NA,NA
Zm00001eb088300,9.59E-07,0.635527925,0.00121055,0.004470357,0.000360693,NA,0.000867285,NA,NA,NA
Zm00001eb088410,9.85E-09,0.6634288,3.67E-06,NA,NA,NA,8.78E-05,0.030635589,NA,NA
Zm00001eb088790,5.26E-09,0.673862332,2.05E-06,NA,9.54E-05,NA,0.00062446,NA,NA,NA
Zm00001eb088950,9.85E-72,0.945158653,1.09E-13,NA,NA,NA,1.60E-07,NA,NA,NA
Zm00001eb089370,0.00036764,0.638363695,0.033883478,NA,NA,NA,NA,0.008265798,0.005718802,0.008873137
