gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb100140,9.11E-24,0.869799073,7.54E-25,NA,NA,NA,1.19E-08,0.006541216,NA,NA
Zm00001eb100180,4.22E-14,0.768933785,4.95E-11,NA,2.67E-06,NA,NA,NA,NA,0.010768911
Zm00001eb100190,7.76E-07,0.671492481,5.92E-16,NA,NA,NA,0.000138593,NA,NA,0.02863082
Zm00001eb100250,2.07E-06,0.636376395,9.20E-11,NA,0.000208825,NA,NA,NA,NA,0.042881972
Zm00001eb100710,6.13E-06,0.627878808,0.007522948,NA,NA,NA,0.005099841,0.015893789,0.016722033,NA
Zm00001eb100820,1.56E-10,0.786154814,4.97E-07,NA,NA,0.022224004,0.003000448,NA,0.020814076,NA
Zm00001eb100930,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb101090,7.64E-09,0.722951115,4.23E-19,NA,NA,NA,2.62E-05,0.03951301,NA,NA
Zm00001eb101350,1.41E-42,0.918342254,3.87E-09,0.011107872,NA,NA,4.33E-06,NA,NA,0.001688431
Zm00001eb101660,8.70E-19,0.830853265,2.23E-24,0.00020581,NA,NA,1.14E-06,NA,NA,NA
Zm00001eb101710,9.45E-17,0.824000216,1.46E-23,NA,NA,NA,1.54E-07,0.001973763,NA,NA
Zm00001eb102100,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb102150,4.93E-05,0.658621206,1.31E-05,NA,0.002190041,0.001571794,0.002294181,NA,0.002785591,NA
Zm00001eb102370,4.64E-13,0.817734829,1.16E-06,NA,NA,NA,0.000148573,0.044120348,0.000666721,0.044709744
Zm00001eb102410,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb102640,3.78E-05,0.612289999,2.81E-10,0.042437884,NA,NA,0.00300372,NA,0.00521004,NA
Zm00001eb102830,4.42E-08,0.731036476,4.07E-15,NA,NA,NA,0.007311048,0.024019346,0.044427329,NA
Zm00001eb102850,2.33E-06,0.658704001,9.69E-23,0.000152468,NA,0.002083339,NA,0.007753028,NA,NA
Zm00001eb102890,4.64E-07,0.733570155,0.000178081,0.0112527,NA,0.001134136,0.002159404,0.000941911,NA,NA
Zm00001eb103040,1.36E-13,0.833177345,1.94E-06,0.006019356,0.001720554,NA,0.008321276,0.007420952,NA,0.007661498
Zm00001eb103480,2.04E-08,0.736260002,1.36E-07,NA,NA,NA,6.07E-05,NA,NA,0.049050881
Zm00001eb103560,2.61E-06,0.659477907,4.48E-16,0.005881702,NA,0.00641606,0.024116951,0.011012953,NA,NA
Zm00001eb103570,2.28E-12,0.809143481,1.76E-11,0.001700388,NA,0.000628142,0.008806051,0.000286432,0.002539956,NA
Zm00001eb103840,1.77E-07,0.669384902,1.01E-10,NA,NA,0.012195966,9.77E-05,NA,NA,NA
Zm00001eb103880,2.09E-05,0.600844996,8.97E-13,NA,0.000495161,0.023578354,NA,NA,NA,NA
Zm00001eb104070,1.09E-07,0.668357247,8.61E-16,NA,4.52E-05,NA,NA,NA,NA,0.024686762
Zm00001eb104080,1.34E-27,0.882986648,4.84E-06,NA,0.043591568,0.000174995,NA,NA,NA,NA
Zm00001eb104250,5.65E-06,0.769196888,0.023558595,0.002828557,0.001270408,0.008774252,0.002141291,0.022792866,0.00333646,0.046973441
Zm00001eb104630,1.30E-06,0.676118649,5.43E-11,NA,NA,NA,0.004022907,NA,0.021373949,0.045656839
Zm00001eb104960,2.38E-06,0.643669071,4.46E-16,NA,0.000122967,NA,NA,NA,NA,0.049156055
Zm00001eb105070,1.63E-10,0.75373466,1.82E-14,NA,NA,NA,0.004253233,0.020754667,0.035341537,NA
Zm00001eb105190,2.24E-09,0.766301996,0.000229236,NA,0.024421554,0.030344066,0.012868858,NA,0.011707259,NA
Zm00001eb105520,1.51E-05,0.686887679,NA,NA,0.045684377,0.021294397,0.038681928,NA,0.026301769,0.01048643
Zm00001eb106070,5.42E-18,0.806890944,4.40E-11,NA,7.00E-05,NA,NA,NA,NA,0.020941738
Zm00001eb106090,7.90E-50,0.924623894,0.002494,NA,0.003390693,NA,0.001844453,0.000256201,0.001934621,0.000824424
Zm00001eb106210,3.02E-09,0.736473809,4.99E-07,0.031001758,NA,NA,0.000938008,NA,0.003525585,NA
Zm00001eb106370,1.17E-19,0.848099786,1.14E-09,NA,NA,NA,2.23E-05,0.014397674,0.000311762,NA
Zm00001eb106430,5.04E-30,0.895956515,4.20E-22,NA,NA,0.011040821,0.001015013,NA,0.039126034,NA
Zm00001eb106820,3.22E-11,0.699198213,9.07E-20,NA,NA,NA,1.70E-06,0.042068458,NA,NA
Zm00001eb106830,8.09E-09,0.666731924,9.59E-21,NA,NA,NA,NA,NA,0.000121198,0.001652645
Zm00001eb106840,9.55E-08,0.672391405,7.62E-13,NA,NA,NA,5.85E-05,0.032638159,NA,NA
Zm00001eb106950,6.32E-11,0.718768266,1.02E-14,NA,NA,NA,1.14E-05,0.009582766,NA,NA
Zm00001eb107080,1.04E-21,0.886305137,1.16E-15,NA,NA,0.041144048,0.004541809,0.033147123,0.027417268,0.037357964
Zm00001eb107290,2.68E-07,0.736331644,7.43E-09,NA,NA,0.011933048,0.012906511,0.015652761,0.042946916,0.022970128
Zm00001eb107520,4.70E-06,0.606741907,6.62E-24,NA,0.000115688,0.046105886,NA,NA,NA,NA
Zm00001eb107560,9.40E-12,0.748447543,6.57E-28,NA,NA,0.010257856,1.46E-06,NA,NA,NA
Zm00001eb108340,1.05E-12,0.800289141,0.000964028,NA,NA,NA,NA,0.000142563,NA,NA
Zm00001eb108390,3.85E-08,0.709101422,1.62E-18,NA,NA,NA,0.004112394,NA,0.027539028,0.046853702
Zm00001eb108640,9.22E-12,0.779059004,1.59E-09,NA,0.000351884,NA,0.006894267,NA,NA,0.034057619
Zm00001eb108800,1.32E-12,0.732159972,0.00183065,NA,NA,NA,0.000217024,0.002992275,0.001066198,0.007099577
Zm00001eb108840,2.25E-06,0.698674146,1.58E-06,NA,0.044291251,NA,0.04334948,0.000238487,0.034358908,NA
Zm00001eb108970,8.83E-10,0.717784035,0.000255836,0.001768534,3.35E-05,NA,9.50E-05,NA,NA,NA
Zm00001eb109370,6.78E-11,0.776898641,7.44E-09,NA,NA,NA,0.003726896,0.000592481,0.016286359,0.001697818
Zm00001eb109410,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb109500,2.42E-06,0.626002153,7.62E-15,NA,NA,NA,9.73E-05,0.021658355,NA,NA
Zm00001eb109570,8.91E-09,0.738930678,3.26E-13,NA,NA,0.039308586,0.003030383,NA,0.017472948,NA
Zm00001eb109800,1.53E-11,0.748297761,3.78E-12,NA,NA,NA,6.88E-06,NA,NA,0.001892842
Zm00001eb109860,4.13E-06,0.606775933,2.48E-15,NA,NA,0.021737773,0.003585425,NA,NA,NA
Zm00001eb110010,1.87E-07,0.678613748,2.58E-06,NA,0.001077163,0.046399472,0.007405629,NA,NA,NA
Zm00001eb110130,6.98E-11,0.800507538,0.001389536,0.049993344,NA,0.026741887,0.001410518,NA,0.003350328,0.049822467
Zm00001eb110200,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb110370,4.21E-07,0.654862362,4.25E-16,NA,6.23E-05,NA,NA,NA,NA,0.01270658
Zm00001eb111350,3.36E-25,0.843382681,1.78E-09,NA,NA,NA,NA,NA,9.99E-07,3.66E-05
Zm00001eb111570,9.76E-10,0.806549817,1.14E-08,0.015360699,NA,0.005089313,0.003311418,0.002349556,0.005688962,0.001435052
Zm00001eb111620,8.28E-08,0.698715804,2.20E-10,NA,0.002209325,NA,0.00061653,0.000273478,NA,NA
Zm00001eb112060,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb112200,1.80E-07,0.626498702,0.004540219,0.035455272,NA,NA,NA,NA,0.001537411,NA
Zm00001eb112470,5.24E-42,0.924832705,1.02E-08,5.41E-11,NA,NA,NA,NA,NA,NA
Zm00001eb112560,1.85E-06,0.667923782,3.12E-15,0.046467377,NA,NA,0.000295975,NA,NA,NA
Zm00001eb113380,7.05E-15,0.774325529,3.51E-15,NA,NA,NA,1.22E-06,0.001310673,NA,NA
Zm00001eb113580,1.84E-13,0.756115237,0.000134677,NA,NA,NA,0.000840593,0.029822679,0.008198497,NA
Zm00001eb113620,3.46E-08,0.700871486,0.000185865,NA,0.000286492,NA,NA,0.006507322,NA,0.001630216
Zm00001eb113940,7.28E-10,0.722408376,NA,NA,NA,NA,NA,NA,0.000258132,0.040123294
Zm00001eb114130,5.57E-28,0.848000553,4.82E-09,NA,NA,NA,3.64E-08,4.89E-05,NA,NA
Zm00001eb114370,9.51E-11,0.695794807,1.74E-18,0.043733823,NA,NA,5.54E-06,NA,NA,NA
Zm00001eb114560,9.28E-11,0.75994886,NA,2.62E-05,0.000361329,NA,0.000402589,NA,NA,NA
Zm00001eb114610,1.43E-11,0.744736785,4.82E-11,NA,NA,NA,4.89E-07,0.002918558,NA,NA
Zm00001eb114700,1.46E-16,0.802943764,6.35E-09,NA,NA,NA,0.001260676,0.002800018,0.024282506,NA
Zm00001eb115000,2.08E-06,0.685747486,2.11E-20,0.005808657,NA,0.006243877,0.012340822,0.005870059,NA,NA
Zm00001eb115270,1.78E-06,0.687840506,1.72E-17,0.013404495,NA,NA,NA,0.002659704,0.008701085,0.001681274
Zm00001eb115670,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb115740,1.84E-10,0.76955207,0.000307993,0.030240214,NA,NA,0.000541549,NA,0.004559219,0.026654721
Zm00001eb116230,3.93E-09,0.641372714,1.53E-10,NA,NA,NA,0.000134159,NA,NA,0.002912755
Zm00001eb116560,1.58E-10,0.708403235,0.014587672,NA,0.004471071,NA,0.007336027,0.034155384,NA,0.046803358
Zm00001eb116580,1.66E-07,0.723741055,1.27E-15,0.009863074,NA,0.027440737,0.00851399,0.036627065,NA,NA
Zm00001eb116740,7.93E-06,0.671990877,1.38E-09,NA,NA,0.018187497,NA,0.007074738,0.015810119,0.003113455
Zm00001eb116760,1.10E-21,0.827481641,0.027724798,0.035100496,NA,0.019654702,0.022575445,NA,0.041890736,NA
Zm00001eb116940,1.33E-10,0.731423274,1.31E-14,NA,4.28E-06,NA,NA,NA,NA,0.012569534
Zm00001eb117130,8.20E-09,0.692424892,1.78E-24,NA,NA,0.000458291,NA,NA,1.94E-05,NA
Zm00001eb117670,2.13E-15,0.795766319,2.49E-27,NA,NA,NA,3.35E-07,0.019584349,NA,NA
Zm00001eb118010,2.29E-06,0.626297325,3.92E-15,NA,NA,NA,9.80E-05,0.047750063,NA,NA
Zm00001eb118450,1.23E-07,0.674369411,6.44E-23,NA,2.55E-05,NA,NA,0.01385466,NA,NA
Zm00001eb118760,6.07E-13,0.817512259,3.22E-13,NA,NA,0.024656534,5.94E-05,NA,0.000406544,NA
Zm00001eb118770,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb118860,0.000284786,0.638405563,4.66E-10,0.00974892,NA,0.01256976,0.006677209,0.016105009,NA,0.018215428
Zm00001eb119010,5.42E-15,0.796798403,2.53E-12,NA,NA,NA,0.003703925,0.002203204,0.047725549,NA
Zm00001eb119050,5.33E-06,0.663495223,0.001921906,0.005707106,0.002114064,NA,0.004440691,NA,0.007018116,0.01444588
Zm00001eb119130,1.76E-09,0.695926491,7.70E-17,NA,NA,NA,5.78E-05,0.011839901,NA,NA
Zm00001eb119320,2.50E-07,0.668149485,2.27E-18,NA,NA,NA,8.20E-05,NA,NA,0.010632765
Zm00001eb119390,1.58E-08,0.670950517,0.000239095,0.041979004,4.93E-05,NA,NA,NA,NA,0.026005995
Zm00001eb119610,1.89E-20,0.856003376,3.66E-10,0.0001261,4.09E-05,NA,0.000815822,NA,NA,NA
Zm00001eb119650,1.46E-08,0.631505753,2.90E-18,NA,NA,NA,6.10E-06,0.007628,NA,NA
Zm00001eb119910,2.33E-14,0.818818327,2.81E-10,NA,0.000511405,0.02012417,0.010917447,NA,NA,NA
Zm00001eb120060,5.72E-12,0.783602761,NA,NA,0.000265716,0.029512781,NA,NA,0.022852571,NA
Zm00001eb120590,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb120610,9.21E-08,0.727120528,4.91E-09,NA,0.002166244,NA,0.005234305,NA,NA,0.01361999
Zm00001eb120650,9.51E-06,0.663043572,6.87E-08,NA,0.00974445,NA,0.03886467,0.022081747,NA,0.033931217
Zm00001eb120690,1.20E-09,0.734536412,0.000319725,NA,0.018843707,NA,0.038692423,0.00338188,NA,0.008523138
Zm00001eb120710,4.50E-07,0.617901777,3.11E-23,NA,NA,NA,NA,0.044081677,NA,0.006806962
Zm00001eb121000,7.50E-23,0.863228304,1.92E-19,NA,2.29E-08,NA,NA,0.001514463,NA,NA
Zm00001eb121200,3.51E-05,0.653302466,8.65E-06,0.03883628,0.003650551,NA,0.004748951,NA,0.005036185,NA
Zm00001eb121300,7.76E-06,0.607059903,2.96E-17,NA,NA,NA,0.000200097,0.032458258,NA,NA
Zm00001eb121310,1.57E-06,0.654670089,9.49E-18,NA,NA,NA,9.40E-05,0.027728659,NA,NA
Zm00001eb121420,1.23E-09,0.749967202,2.16E-16,NA,NA,NA,0.001034166,0.04979124,0.007631046,NA
Zm00001eb121470,1.62E-09,0.725118602,1.50E-26,0.010499513,9.25E-05,NA,NA,NA,NA,NA
Zm00001eb121500,2.30E-17,0.822055046,NA,NA,NA,NA,1.34E-05,NA,NA,0.001288243
Zm00001eb121600,2.36E-07,0.682990758,1.82E-06,NA,NA,NA,0.007467831,0.01867761,0.03457346,NA
Zm00001eb122060,6.23E-07,0.660784663,0.002563268,0.018076555,NA,NA,0.002386067,0.034755858,0.013067763,NA
Zm00001eb122140,1.23E-13,0.851406542,1.02E-05,0.003736173,0.007601883,0.006133089,0.001445014,0.016335461,NA,0.04785178
Zm00001eb122180,6.72E-13,0.766062156,4.78E-14,NA,NA,NA,3.32E-06,0.001348738,NA,NA
Zm00001eb122240,3.52E-08,0.694256391,6.33E-18,NA,NA,NA,2.85E-05,0.044341717,NA,NA
Zm00001eb122360,4.70E-11,0.716314754,NA,NA,1.26E-05,NA,NA,NA,NA,0.025096516
Zm00001eb122500,7.57E-24,0.909295473,1.59E-10,0.000246239,NA,0.000181672,0.015458621,0.000196413,0.02918196,0.000209437
Zm00001eb122630,2.31E-12,0.757524529,1.95E-11,NA,2.95E-06,NA,NA,NA,NA,0.011112599
Zm00001eb123000,9.34E-09,0.702187443,1.34E-28,NA,NA,NA,1.24E-05,0.026199538,NA,NA
Zm00001eb123110,3.47E-25,0.838105002,0.0081167,NA,NA,NA,4.87E-05,0.001750553,NA,NA
Zm00001eb123230,1.47E-20,0.87576927,2.93E-11,0.020064921,NA,NA,0.000130668,0.032577892,NA,NA
Zm00001eb123240,2.62E-27,0.878611678,3.32E-26,NA,NA,NA,9.20E-09,0.035105515,NA,NA
Zm00001eb123560,1.36E-28,0.893283591,6.30E-08,NA,NA,0.002053484,3.10E-05,0.002403036,7.63E-05,0.003487359
Zm00001eb123630,3.23E-05,0.617879017,1.20E-12,NA,NA,NA,0.000556777,NA,NA,0.044878617
Zm00001eb123780,3.33E-07,0.718321093,1.56E-15,0.009373986,0.041831582,0.02131593,NA,0.021948871,NA,NA
Zm00001eb124100,9.37E-10,0.706790004,0.000110113,NA,0.000395172,NA,NA,0.034417585,0.032887889,NA
Zm00001eb124170,4.65E-18,0.853965079,1.96E-10,NA,0.00010461,NA,0.004274994,0.012135711,NA,NA
Zm00001eb124270,1.69E-06,0.621010313,5.84E-19,NA,NA,NA,4.15E-05,0.03952842,NA,NA
Zm00001eb124370,3.87E-07,0.663346679,1.85E-15,NA,NA,NA,0.00129467,0.011426935,0.006365475,NA
Zm00001eb124520,1.53E-08,0.658892945,5.79E-09,NA,4.31E-05,NA,NA,NA,NA,0.019111806
Zm00001eb124680,5.12E-06,0.601914492,2.56E-27,NA,NA,NA,0.000106041,0.044653673,NA,NA
Zm00001eb124880,2.74E-06,0.654205802,4.47E-08,NA,0.001433481,0.019415029,0.007205459,NA,NA,NA
Zm00001eb125200,2.03E-06,0.615513915,1.66E-15,NA,0.000138807,NA,NA,NA,NA,0.045292716
Zm00001eb125430,1.30E-08,0.706321228,0.003908494,NA,0.001155009,NA,0.000554881,0.017762357,NA,NA
Zm00001eb125480,7.87E-14,0.784069439,0.018957048,NA,NA,NA,0.001077308,0.010987268,0.01080197,NA
Zm00001eb125540,2.03E-11,0.766188554,4.24E-11,NA,NA,NA,0.000900141,0.041135254,0.007552771,NA
Zm00001eb125930,4.48E-08,0.715467454,7.83E-14,NA,NA,NA,3.85E-05,NA,NA,0.025719336
Zm00001eb126050,4.40E-20,0.888320674,NA,0.004177764,NA,NA,NA,0.030033471,NA,0.045420107
Zm00001eb126650,5.29E-06,0.659829516,2.49E-15,0.005042895,NA,0.013427191,0.047920864,0.024207786,NA,NA
Zm00001eb126790,1.95E-14,0.80663277,4.83E-14,NA,NA,NA,0.000401475,0.024623473,0.004828044,NA
Zm00001eb127000,8.09E-08,0.690464568,6.80E-13,0.00197585,0.000152067,NA,0.000372336,NA,NA,NA
Zm00001eb127040,4.76E-13,0.722094672,1.00E-19,NA,NA,NA,1.42E-07,0.000151206,NA,NA
Zm00001eb127150,1.52E-21,0.857567902,1.32E-21,NA,4.71E-08,NA,NA,0.011925567,NA,NA
Zm00001eb127280,2.60E-06,0.647754126,1.23E-14,NA,0.020716336,0.002955069,0.003845322,NA,NA,NA
Zm00001eb127420,1.74E-06,0.612314059,1.72E-20,NA,NA,0.005358511,NA,NA,8.67E-05,NA
Zm00001eb127440,0.000170363,0.681607223,NA,0.023480303,0.01603725,0.020650471,0.014236997,0.025015736,NA,0.032775501
Zm00001eb127510,2.04E-09,0.740734296,2.68E-14,NA,0.020138917,NA,0.001345582,0.00357891,NA,NA
Zm00001eb127560,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb127680,1.01E-06,0.62872314,5.84E-17,NA,7.42E-05,NA,NA,NA,NA,0.03070159
Zm00001eb127710,8.13E-07,0.662534695,4.13E-06,NA,NA,0.001343557,0.005046204,NA,0.013125292,NA
Zm00001eb128760,1.28E-07,0.650943388,0.017161766,NA,0.00055873,NA,NA,0.025988752,NA,0.018745191
Zm00001eb128940,1.93E-09,0.745931108,5.01E-11,NA,NA,NA,0.003232024,0.007384571,0.022400227,NA
Zm00001eb129010,4.07E-07,0.650814991,3.84E-21,0.005622041,NA,NA,NA,NA,0.000534132,NA
Zm00001eb129040,3.03E-08,0.672413472,1.84E-26,NA,NA,NA,1.39E-05,0.010894123,NA,NA
Zm00001eb129050,2.32E-10,0.773271279,0.000127964,NA,0.034966788,0.002921331,0.028048402,NA,0.035192022,NA
Zm00001eb129480,8.07E-12,0.73740322,0.000373139,NA,NA,NA,5.25E-05,NA,NA,0.001933566
Zm00001eb129600,7.38E-12,0.817865904,4.51E-11,NA,NA,0.004696741,0.0019276,0.002435093,0.006055166,0.00192575
Zm00001eb129670,5.15E-10,0.878087212,1.76E-05,NA,0.036731031,0.021925938,NA,NA,NA,NA
Zm00001eb129850,1.05E-05,0.624428624,3.29E-14,NA,0.002212871,NA,0.002367789,0.008974816,NA,NA
Zm00001eb129920,1.31E-06,0.683966819,7.54E-20,NA,NA,0.040747787,0.000195507,0.027712424,NA,0.038146943
Zm00001eb130310,2.57E-11,0.630506523,2.40E-05,NA,4.80E-06,NA,NA,0.049374162,NA,NA
Zm00001eb130500,0,0.999999989,3.78E-07,1.93E-06,1.86E-06,7.35E-05,2.79E-05,0.000627064,0.000165935,0.002421701
Zm00001eb130510,7.37E-09,0.685185554,3.53E-09,NA,NA,NA,NA,NA,5.44E-05,0.010237122
Zm00001eb130520,2.18E-06,0.660847966,5.83E-10,NA,0.002589139,NA,NA,0.005060119,NA,0.020043337
Zm00001eb130640,6.56E-16,0.786444801,2.29E-14,NA,NA,NA,2.73E-06,NA,NA,0.002315515
Zm00001eb130750,7.77E-13,0.79108019,3.39E-09,NA,NA,NA,0.003440598,0.007411363,0.034521802,NA
Zm00001eb130790,1.07E-11,0.734817103,0.000784099,3.34E-05,NA,0.000523237,NA,NA,NA,NA
Zm00001eb131350,9.04E-08,0.650811475,0.00018959,0.027142846,7.60E-05,NA,0.000400377,NA,NA,NA
Zm00001eb131360,3.03E-05,0.610190334,1.51E-18,NA,0.000281836,NA,NA,0.031374009,NA,NA
Zm00001eb131440,4.30E-18,0.835655227,6.94E-13,NA,NA,NA,0.000114449,0.009219422,0.001749328,NA
Zm00001eb131640,3.27E-11,0.745569625,3.12E-20,NA,NA,NA,2.43E-06,0.006017826,NA,NA
Zm00001eb131750,1.08E-07,0.686640202,7.63E-13,NA,2.21E-05,0.040572528,NA,NA,NA,NA
Zm00001eb131840,1.76E-05,0.748622526,NA,0.021317204,0.015482533,0.024159456,0.017207287,0.023407396,0.02431085,0.025742577
Zm00001eb131930,4.94E-05,0.626482942,1.17E-19,0.000507948,NA,NA,0.004767116,0.000902344,NA,0.003044715
Zm00001eb132020,3.06E-06,0.610346779,4.44E-13,NA,NA,NA,0.000153477,0.00927891,NA,NA
Zm00001eb132290,5.42E-08,0.646708784,2.42E-15,NA,NA,NA,NA,6.44E-05,NA,0.000130224
Zm00001eb132370,7.28E-08,0.642596066,1.80E-07,NA,NA,0.000301545,NA,0.003120224,NA,NA
Zm00001eb132450,3.36E-07,0.661733685,6.72E-09,NA,0.004002017,NA,0.040325746,NA,NA,0.046435671
Zm00001eb132580,5.98E-07,0.679380883,1.09E-05,NA,0.005529524,NA,0.047906205,0.026789599,NA,NA
Zm00001eb132790,1.76E-06,0.776071377,0.002208646,0.002895204,0.037846178,0.002813749,0.035256037,0.00348761,0.041311633,0.004503373
Zm00001eb132830,4.30E-06,0.600827481,5.31E-16,NA,0.000238073,0.011801139,NA,NA,NA,NA
Zm00001eb133050,1.41E-08,0.750786085,4.46E-06,NA,0.000451082,NA,0.000924886,0.007381126,0.001884962,NA
Zm00001eb133300,1.99E-09,0.671061169,NA,NA,NA,NA,NA,NA,3.58E-05,0.001025881
Zm00001eb133350,1.48E-05,0.646640041,8.78E-16,0.00798904,NA,0.00954927,0.020346475,0.0108058,NA,NA
Zm00001eb133680,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb133820,1.29E-08,0.749443512,0.00070759,NA,NA,NA,NA,0.044432604,0.013293079,NA
Zm00001eb134000,1.99E-11,0.760454874,7.24E-14,NA,NA,NA,0.00042994,0.031202098,0.003557353,NA
Zm00001eb134630,6.22E-09,0.670777948,1.46E-07,NA,0.009922037,NA,NA,9.36E-05,NA,0.000182208
Zm00001eb135000,2.22E-05,0.616137107,8.91E-18,NA,NA,NA,0.012818404,0.006988309,0.049106486,NA
Zm00001eb135090,1.02E-10,0.748793674,3.31E-12,NA,0.001115278,5.64E-05,0.005830416,NA,NA,NA
Zm00001eb135320,1.01E-13,0.785432474,2.26E-07,NA,0.000177298,0.00298456,NA,NA,NA,NA
Zm00001eb135430,5.62E-13,0.783698723,0.000605845,2.73E-05,5.56E-05,NA,0.000107708,NA,NA,NA
Zm00001eb135570,1.14E-09,0.72766186,7.02E-05,0.000963986,2.75E-05,NA,2.76E-05,NA,NA,NA
Zm00001eb135680,7.56E-06,0.661512311,3.00E-05,NA,0.003936372,0.008264631,0.008029694,0.026276521,NA,NA
Zm00001eb135710,1.98E-12,0.788946366,4.61E-16,0.007582633,NA,NA,7.63E-06,0.00310268,NA,0.012765321
Zm00001eb135770,1.14E-10,0.697216612,0.003934394,NA,5.42E-06,NA,NA,0.001317951,NA,NA
Zm00001eb135780,1.70E-08,0.641311338,3.57E-05,NA,NA,NA,7.82E-05,0.002152961,NA,NA
Zm00001eb136100,7.28E-11,0.796204317,0.001115043,0.000140378,0.003445946,0.000233994,0.008075921,0.000342391,0.018244538,NA
Zm00001eb137100,5.35E-09,0.704549152,1.49E-18,NA,NA,NA,2.30E-05,0.004453003,NA,NA
Zm00001eb137110,3.62E-18,0.83112578,5.30E-05,NA,NA,NA,4.76E-05,0.02014596,0.000712242,NA
Zm00001eb137260,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb137370,0.000115234,0.630514184,0.012531702,NA,NA,NA,NA,NA,NA,0.003354636
Zm00001eb137420,3.23E-09,0.725432886,1.56E-07,0.000503411,0.000124819,NA,0.000325419,NA,NA,NA
Zm00001eb137510,3.56E-11,0.750664067,6.35E-05,NA,0.000475255,0.047071747,0.005813883,NA,NA,NA
Zm00001eb137610,9.66E-06,0.64786004,2.61E-12,NA,0.000194059,NA,NA,NA,NA,0.042850144
Zm00001eb137750,5.05E-08,0.692984671,6.12E-12,NA,NA,NA,0.000222962,NA,0.000941891,0.019147263
Zm00001eb137760,5.33E-05,0.624782852,2.30E-18,0.025438662,NA,0.031904025,0.020960111,0.036385245,NA,NA
Zm00001eb137780,1.32E-20,0.873794058,1.97E-16,NA,NA,0.040607534,0.003723301,NA,0.042479236,NA
Zm00001eb138370,2.74E-09,0.695480406,5.27E-22,NA,NA,0.001505789,7.67E-06,NA,NA,NA
Zm00001eb138550,1.97E-06,0.672446705,5.07E-12,NA,NA,0.000447822,0.009491884,0.000222464,NA,0.000187323
Zm00001eb138650,8.57E-12,0.765562357,1.81E-26,NA,NA,NA,1.34E-06,0.007379022,NA,NA
Zm00001eb138740,9.44E-09,0.729065803,0.033122961,NA,0.001262531,0.001080354,0.000556229,0.000647961,NA,NA
Zm00001eb138800,1.13E-11,0.783522735,NA,NA,0.008877681,NA,0.022285585,0.000793679,0.04060497,0.001204987
Zm00001eb139570,9.42E-13,0.842989328,0.000114749,0.001230031,NA,0.002427193,NA,0.00674118,0.041946473,NA
Zm00001eb140100,0.000117849,0.613625376,2.00E-18,0.013626641,NA,0.010327564,0.048658798,NA,NA,0.008681604
Zm00001eb140200,2.59E-10,0.713220711,5.87E-17,NA,6.40E-06,0.000126706,NA,NA,NA,NA
Zm00001eb140230,3.64E-07,0.668395204,1.86E-08,NA,NA,0.000990067,0.003850226,NA,NA,NA
Zm00001eb140320,3.39E-08,0.752416145,2.52E-12,NA,NA,NA,5.87E-05,0.018432544,NA,NA
Zm00001eb140400,6.80E-07,0.691471635,1.24E-08,NA,0.002260238,0.01814008,0.015702724,NA,NA,NA
Zm00001eb140490,3.05E-05,0.601699413,4.25E-16,NA,0.017425776,NA,0.003334204,0.018903091,NA,NA
Zm00001eb140540,3.54E-48,0.942917382,1.08E-11,NA,0.007730955,NA,0.035070356,0.000727577,0.046334649,NA
Zm00001eb141040,9.05E-13,0.766230007,NA,NA,NA,NA,0.000757561,0.010713396,0.003164332,NA
Zm00001eb141260,2.47E-20,0.85126627,2.55E-08,NA,NA,0.037793768,0.00200414,0.036299338,0.012382752,0.049935138
