"","p-value","R-squared","p.valor_beta0","p.valor_ControlvsPhosphorus","p.valor_Time","p.valor_TimexControl","p.valor_Time2","p.valor_Time2xControl","p.valor_Time3","p.valor_Time3xControl"
"Zm00001eb264150",4.30805669711032e-09,0.687368224367655,2.18092955479597e-12,NA,NA,NA,0.00136109312350972,NA,0.00728079219393911,NA
"Zm00001eb264170",0.0020622113567474,0.498315609285056,2.8412343391841e-11,NA,NA,0.00172060111079593,NA,0.00364462687616054,NA,0.0086713621786553
"Zm00001eb264190",1.17750329577969e-05,0.614568120608185,3.51814095041759e-14,NA,NA,0.00192996261669333,NA,0.0149565573031474,NA,NA
"Zm00001eb264210",1.02998926057846e-17,0.846778089242777,NA,0.0243859140887801,8.60758114233018e-05,0.0483037135313364,0.00163716862092643,NA,NA,NA
"Zm00001eb264230",4.21622360236428e-14,0.808484531897565,0.000240080081449625,NA,NA,NA,NA,0.000111901889552931,NA,NA
"Zm00001eb264250",1.19939751108767e-07,0.61344304364151,2.15369721951741e-07,NA,4.73833671275351e-06,NA,NA,NA,NA,NA
"Zm00001eb264260",NA,2.41339211512208e-15,0.00419678380224759,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb264320",0.000403729636124242,0.496271470347088,0.0139371163399552,NA,NA,NA,NA,NA,NA,0.00391086023996404
"Zm00001eb264360",5.35414889902991e-06,0.548786228286139,1.84377698914326e-11,NA,NA,NA,0.000249257609900316,NA,NA,NA
"Zm00001eb264380",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb264460",2.73341082333611e-51,0.927350808018795,0.0298497356140154,NA,NA,4.2322317731355e-06,NA,2.1543181198853e-05,NA,9.41410196365743e-05
"Zm00001eb264480",1.90313000912675e-05,0.58209096707448,3.6106407128676e-18,NA,NA,NA,0.00148528554780646,NA,0.00377977550140767,NA
"Zm00001eb264490",NA,0,0.00867050573021776,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb264510",6.35726766001339e-09,0.69178814947207,4.2312461635031e-08,0.000116506448101858,NA,8.98934256518807e-05,0.0432447625628949,0.000260492172404645,NA,NA
"Zm00001eb264590",1.26760583906684e-14,0.779727946618112,NA,NA,0.000258756216070954,NA,NA,0.0192237632737261,0.0129406902632801,0.0463070412903046
"Zm00001eb264600",0.000828443152466904,0.305365681018336,NA,NA,0.00517095191293907,NA,NA,NA,NA,NA
"Zm00001eb264640",0.00110736147759513,0.444866551775497,NA,NA,NA,NA,0.00967497989110559,NA,0.0105483947039773,NA
"Zm00001eb264650",0.022723060455587,0.346534550789079,NA,NA,0.0393047347589797,NA,0.0417427813682766,NA,0.0422228739795287,NA
"Zm00001eb264670",8.19668524427086e-10,0.756491828217857,3.08700437305682e-12,0.0429941431331521,NA,NA,0.00698651949893845,NA,0.0343822324738106,NA
"Zm00001eb264680",0.00282226413655686,0.484364468979916,0.0256422666493374,NA,0.0498112802610038,NA,0.0399996562129887,NA,0.0391994876928798,NA
"Zm00001eb264780",1.04933281963151e-05,0.535182060335114,1.53940931663637e-14,NA,0.000257291285277864,NA,NA,NA,NA,NA
"Zm00001eb264940",1.60304111202906e-05,0.587810907481585,2.08192103911993e-20,NA,NA,NA,0.000279540160546836,NA,NA,0.0186083691958523
"Zm00001eb264980",2.5285756903098e-08,0.702052091060302,4.3807391181076e-16,NA,NA,NA,NA,NA,0.000177300636052728,0.00425601998112762
"Zm00001eb265020",1.08770687078537e-17,0.797767417583151,6.83340511628912e-05,NA,1.41214706643684e-05,NA,0.000283411916888669,NA,NA,NA
"Zm00001eb265040",0.000345709004142292,0.552935237152219,4.0340083919938e-26,NA,NA,0.000901208832531899,NA,0.000847324281379352,NA,0.00141066449840472
"Zm00001eb265080",2.10165814415941e-11,0.7656555601563,1.83935726041273e-24,NA,NA,NA,9.51706966473814e-07,0.00109184696466924,NA,NA
"Zm00001eb265100",1.91738175013897e-07,0.670886574337589,0.00494996516607951,NA,0.0325065683145131,NA,0.0166558772331629,NA,0.0134330506501681,NA
"Zm00001eb265140",NA,3.52372235962893e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265290",0.000581097230340308,0.40528357466426,6.56127717333043e-14,NA,NA,NA,NA,0.0024568244707327,NA,NA
"Zm00001eb265300",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265360",5.37764559096362e-06,0.559900888133963,0.00491794150492983,NA,0.000635882294275627,NA,0.000676696677489719,NA,NA,0.049445965166739
"Zm00001eb265610",6.41508720449743e-06,0.557357355036895,1.15831102746205e-21,NA,NA,NA,0.000233275809973859,NA,NA,NA
"Zm00001eb265620",NA,1.63884490902741e-15,0.0359135492809532,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265640",9.0893831696405e-05,0.576065426244284,1.70389748364591e-24,0.000466280273526865,NA,0.000863448863351134,NA,0.00217489456501766,NA,NA
"Zm00001eb265650",1.52108297737048e-05,0.607778937089677,4.98712012240862e-18,NA,0.000208058444344256,NA,NA,NA,NA,0.0381233500968617
"Zm00001eb265730",NA,1.32345389545806e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265740",6.37653487206226e-05,0.539015591733133,1.69265481701919e-13,NA,NA,NA,0.010816948872321,NA,0.0310056113715357,NA
"Zm00001eb265750",NA,3.98333831958053e-15,0.00867050573021782,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265780",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265800",NA,3.97036168637418e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265870",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb265890",6.10178850485012e-06,0.586212103566966,NA,NA,0.000964010216865708,NA,NA,NA,NA,NA
"Zm00001eb265900",0.00757708676756551,0.450587470991701,NA,NA,NA,NA,0.0477799726150457,NA,NA,NA
"Zm00001eb265960",3.54735317375085e-05,0.455621456412598,2.49768277874315e-11,NA,NA,NA,0.00133470457523326,NA,NA,NA
"Zm00001eb266020",6.85840641588807e-05,0.494651926561698,6.1773414506716e-19,NA,0.000647423466305647,NA,NA,NA,NA,NA
"Zm00001eb266060",7.32170743405966e-09,0.736253479110253,1.48899064144986e-13,NA,NA,NA,0.00284442498683286,0.0179616850402376,0.019585478608888,NA
"Zm00001eb266120",0.00108744917805573,0.303502027843879,5.84072113383806e-09,NA,NA,NA,0.00666521997937472,NA,NA,NA
"Zm00001eb266150",0.000108286795355237,0.452498806241766,1.18041713365235e-07,NA,NA,NA,0.0049328167746869,0.0217807906185989,NA,NA
"Zm00001eb266230",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb266260",9.9287273259753e-05,0.482399031067767,2.23393510380657e-20,NA,0.000814306406433781,NA,NA,NA,NA,NA
"Zm00001eb266290",5.82202471900237e-07,0.621610614431439,2.02340254695385e-06,NA,0.000213292234828384,NA,0.00086694446295827,NA,NA,NA
"Zm00001eb266320",0.00392537348177124,0.350638528306396,1.71477929739002e-17,NA,0.00732822402997091,NA,NA,NA,NA,NA
"Zm00001eb266340",0.00125539139253844,0.401544605761085,5.50565684524397e-05,NA,NA,NA,0.00419576812475114,NA,NA,NA
"Zm00001eb266360",2.07544159003075e-06,0.534249809739179,6.2700390585303e-19,NA,NA,NA,0.000183011962624327,NA,NA,NA
"Zm00001eb266370",1.70271677158349e-07,0.600753920061307,8.20658387539068e-22,NA,NA,NA,3.73487856134749e-05,NA,NA,NA
"Zm00001eb266490",7.72733405755487e-05,0.590045210107329,3.75351318226381e-19,0.0211716103653109,NA,NA,0.00515431371675197,NA,NA,NA
"Zm00001eb266560",2.94044190408838e-06,0.599726322288637,2.34731485172808e-14,NA,0.00277706055680801,NA,0.0138211269931896,NA,NA,NA
"Zm00001eb266690",0.000403184982549586,0.513947696418174,5.55391191375242e-05,NA,NA,NA,0.000500482829817361,NA,NA,NA
"Zm00001eb266750",6.25424280595708e-10,0.705980034504983,3.9755774530578e-19,NA,1.15280490171462e-05,NA,NA,NA,NA,NA
"Zm00001eb266790",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb266820",1.28160894192757e-05,0.547530646039521,3.48539786304811e-23,NA,NA,NA,0.000304164880462873,NA,NA,NA
"Zm00001eb266830",2.5766960939469e-08,0.704234262836909,NA,NA,0.00137817872666501,0.00111893537231732,NA,0.00456784881565881,NA,NA
"Zm00001eb266840",4.50544243588093e-05,0.541836881964554,4.67138579549559e-18,NA,NA,NA,NA,0.0361933267078986,0.001151997979464,NA
"Zm00001eb266870",7.70625071322494e-05,0.570835130222878,NA,NA,NA,NA,0.0457772476781882,0.0308686722048669,NA,NA
"Zm00001eb266940",2.21678756329166e-06,0.599324744866353,0.000633045192475354,0.0384100688268034,NA,NA,0.00805838406818463,NA,0.0208597551195826,NA
"Zm00001eb266960",0.00943333385880251,0.297966454808427,2.88241978374413e-06,NA,NA,NA,0.0134928464955424,NA,0.0178450479023326,NA
"Zm00001eb266970",0.000232844632500715,0.484040066898313,7.54224847200965e-09,0.0159846288455063,NA,0.013760368461861,0.0239990393857496,0.0127635226557816,NA,NA
"Zm00001eb267030",1.70140027456985e-07,0.634061947796861,0.0148144474375013,0.000168985654162789,NA,0.00231946205287613,NA,NA,NA,NA
"Zm00001eb267080",NA,6.6172694772903e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267090",1.58402555387567e-07,0.666014606362826,2.97507217141562e-16,NA,NA,NA,7.99107422757638e-05,0.0204040466274704,NA,NA
"Zm00001eb267120",7.70372519648051e-11,0.702042790412177,7.17467414761484e-14,NA,NA,NA,9.20540828900686e-06,NA,NA,NA
"Zm00001eb267200",2.13256749235865e-05,0.491123679555284,6.88502281087099e-19,NA,NA,NA,0.000364482395868235,NA,NA,NA
"Zm00001eb267210",1.08714387346463e-17,0.809536396441962,2.81486620820421e-07,NA,NA,NA,0.000111413784290617,NA,0.00125336030401545,NA
"Zm00001eb267220",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267230",1.82044671821652e-14,0.756468018608594,4.66877344576783e-16,NA,NA,NA,1.02824958747548e-05,0.0346687911305782,7.11560086028081e-05,NA
"Zm00001eb267370",9.47619500874062e-05,0.534443759254604,0.00599454496385466,NA,NA,NA,NA,0.00538942216879218,NA,NA
"Zm00001eb267380",0.000148686246912724,0.561898965437681,2.28642864245413e-13,NA,NA,NA,0.00176616724910326,0.0451636294219112,NA,NA
"Zm00001eb267410",2.5611139800093e-13,0.804287554767309,5.84667325618232e-13,NA,9.7659022885891e-07,NA,NA,NA,NA,0.0232592546631392
"Zm00001eb267430",0.000346131353207192,0.529434861701425,2.09519318203248e-23,0.000977897577000792,NA,NA,NA,0.00164407905301687,NA,0.00332529400368304
"Zm00001eb267480",3.67551871827833e-05,0.574323877296595,NA,NA,NA,NA,0.00205995122566697,0.0195191766596103,NA,0.0161396436262334
"Zm00001eb267550",2.07856141420342e-06,0.625670120706414,7.46267765783992e-20,NA,NA,NA,6.70857348959849e-05,0.00636326801140829,NA,NA
"Zm00001eb267560",0.00063680529782377,0.413112449451911,1.67082337336581e-21,NA,NA,NA,0.00286574568418803,NA,NA,NA
"Zm00001eb267570",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267590",7.43376733849124e-09,0.691545278561612,1.71411494742763e-11,NA,0.00173208107914516,NA,0.0149603697576395,NA,NA,NA
"Zm00001eb267630",3.26784070685145e-23,0.84054210403009,NA,0.0283391728284868,NA,0.00332650975388106,0.000494296934268346,NA,NA,NA
"Zm00001eb267690",5.60205443231117e-05,0.566035968432083,0.00905972271360822,NA,0.000831305263803943,NA,NA,NA,0.0036821421860207,NA
"Zm00001eb267700",0.000128577299288942,0.525724548139755,1.69091633730842e-16,NA,NA,NA,0.00795683091603933,NA,0.021065544606435,NA
"Zm00001eb267720",1.50266299214569e-08,0.628981501427709,4.12320720206584e-10,NA,6.34160649405329e-06,NA,NA,NA,NA,NA
"Zm00001eb267730",0.000462905340916114,0.496275729671468,1.451602615107e-05,NA,NA,NA,0.00152322703399365,NA,NA,0.0191991883555553
"Zm00001eb267760",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267770",5.88232693335409e-07,0.640975201360598,1.33825769535954e-13,NA,NA,NA,0.000539032047531031,NA,0.00193295429831612,NA
"Zm00001eb267820",NA,0,0.00330039949094647,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267920",NA,0,0.0114777258537579,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267930",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb267940",1.54203366920706e-05,0.607282863099073,4.04898290045122e-05,NA,0.00271299279463629,NA,0.00180251588950409,0.00555344242665175,NA,NA
"Zm00001eb267970",0.00355250057996777,0.3867528434146,4.07816177174648e-13,NA,0.00409820228469576,NA,0.00384181532295892,NA,NA,NA
"Zm00001eb268040",0.00713885907482339,0.41482735567257,6.65273035165237e-13,NA,NA,0.00496447830933551,NA,0.00467262964576349,NA,0.0053146584236822
"Zm00001eb268090",3.86849389458933e-06,0.561808327229403,2.71334242293535e-12,NA,NA,NA,0.00191924365864908,NA,0.00658254772104828,NA
"Zm00001eb268100",0.000506354119455134,0.500662865500907,0.0164349336632858,NA,0.00123113355665606,NA,0.00121970434825751,NA,NA,NA
"Zm00001eb268150",3.4511538882586e-10,0.720664095162718,5.51546508486633e-16,NA,NA,NA,0.00812466924756057,NA,0.049847328464906,NA
"Zm00001eb268200",0.000421899950010552,0.477804682581541,6.68879005145471e-15,0.00953289373322402,NA,NA,NA,NA,NA,0.00167706225412162
"Zm00001eb268260",0.000768902749837464,0.593979544598529,0.0271696516112796,0.0203505825349585,0.0366216589213313,0.0129323572575182,0.0325477046383257,0.0105590461722405,NA,NA
"Zm00001eb268320",0.0114655939340019,0.358762416124612,0.000137866922360396,0.0163759052478482,NA,NA,NA,NA,NA,0.0440487465798234
"Zm00001eb268350",0.0066564328891874,0.268831290621344,NA,NA,NA,NA,0.014911401808266,NA,NA,NA
"Zm00001eb268360",2.70207046586581e-06,0.609773996930485,8.31828444716097e-27,NA,NA,NA,6.18172260950514e-05,0.022731716270691,NA,NA
"Zm00001eb268370",0.000208941603308205,0.496623937954037,1.41906796469829e-07,NA,0.00111916587947863,NA,0.00214662902600257,NA,NA,NA
"Zm00001eb268400",4.40406745206486e-05,0.438681127439682,0.000393758375956651,NA,0.00036448638506002,NA,NA,NA,NA,NA
"Zm00001eb268420",5.8255736881042e-06,0.548661929925288,2.57757155475389e-21,NA,NA,NA,0.000232624271294391,NA,NA,NA
"Zm00001eb268550",4.45134973629202e-05,0.623321941255786,5.60935523284405e-17,NA,NA,0.0248386085886317,0.00207171846046257,0.0121225906468248,NA,0.0106974023257763
"Zm00001eb268600",0.00156686414976517,0.468659496477506,0.0271030114265282,NA,NA,NA,NA,0.013545166998432,NA,NA
"Zm00001eb268690",0.000329761714592918,0.451235137096878,4.46010891094384e-23,NA,NA,NA,0.00230876687652,NA,NA,NA
"Zm00001eb268770",0.0135489104316015,0.295542671968605,NA,NA,NA,NA,NA,0.0333685096341147,NA,NA
"Zm00001eb268790",5.19461443983835e-06,0.585283817462137,5.00378417938649e-08,NA,0.00764125067653141,NA,0.0407018887592388,NA,NA,NA
"Zm00001eb268830",6.00811605242709e-08,0.641189438328705,1.89029688440667e-15,NA,NA,NA,0.00100591314120972,NA,0.00457821299174369,NA
"Zm00001eb268840",1.71842983469501e-06,0.60896948465808,5.36417146688672e-12,NA,0.000503015558122658,NA,0.00216851320223459,NA,NA,NA
"Zm00001eb268940",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb268950",2.51151585849961e-16,0.812853004905017,NA,NA,NA,NA,0.000587467926532568,0.0190655974637904,0.00412160882838062,NA
"Zm00001eb268980",3.43946354102701e-16,0.805089766496617,9.03491851058386e-14,NA,3.03840143974861e-06,NA,2.57270598971996e-05,NA,NA,NA
"Zm00001eb269040",NA,0,0.00149142648495759,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb269110",5.55322578109954e-08,0.648010428867621,NA,NA,7.17952780382405e-05,0.00977052140628005,NA,NA,NA,NA
"Zm00001eb269130",NA,4.81420612859264e-16,0.000192316269778373,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb269150",7.19108481031805e-06,0.622969632096494,1.34552486418336e-06,NA,0.00049827220862185,NA,0.00161400148025985,NA,NA,NA
"Zm00001eb269190",3.70913652076699e-06,0.61484560911015,9.25867845202087e-15,NA,0.000434276128860265,NA,0.00144502790437168,NA,NA,NA
"Zm00001eb269200",7.67570037349504e-09,0.631520309730389,8.30931203624931e-15,NA,NA,NA,2.56854947963147e-05,NA,NA,NA
"Zm00001eb269220",0.00164611219986494,0.439413779370421,NA,NA,NA,NA,0.0105541408701949,NA,NA,NA
"Zm00001eb269230",3.63940805864508e-28,0.907755054853749,9.88482302385227e-05,NA,0.00334168044860173,NA,0.00938307184009316,NA,NA,NA
"Zm00001eb269300",6.12746955696648e-06,0.62395567994288,2.98747036024262e-08,NA,NA,NA,0.0123708658114781,NA,0.0429083065190918,NA
"Zm00001eb269400",4.5986670848831e-05,0.498035467934851,6.71013070773617e-17,NA,0.000710146368676969,NA,NA,NA,NA,NA
"Zm00001eb269450",3.95017702111956e-05,0.576909240170386,1.15806445540754e-20,0.00581694239463096,NA,NA,0.0117324229928865,NA,NA,NA
"Zm00001eb269500",2.69556606140987e-07,0.611837022584228,8.3385451909553e-05,NA,NA,NA,0.00595968822207549,NA,0.0236034240888222,NA
"Zm00001eb269620",3.51436142830637e-05,0.511121997454019,NA,NA,NA,0.0432429949859607,0.0297893449838605,NA,0.0134881701098935,NA
"Zm00001eb269710",0,0.999999957153171,9.67662008800693e-07,3.85858578793424e-06,3.70975795474221e-06,0.000135288753324868,5.28046253606443e-05,0.00106690132799766,0.000297335692403052,0.00385972246201111
"Zm00001eb269720",9.20865336078848e-16,0.805609150682626,1.27351329949605e-25,NA,NA,NA,3.97341311701946e-07,0.0379209898727715,NA,NA
"Zm00001eb269810",0.000188614158938581,0.510452533119562,0.00625826575522752,NA,0.0155138108171579,NA,0.00777449807236033,NA,0.00442909114990186,NA
"Zm00001eb269920",1.77689427691184e-06,0.583384861811019,0.0254669177803196,NA,NA,NA,0.000248117488139295,0.0382715318422238,NA,NA
"Zm00001eb269940",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb269950",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb269970",1.70856442441438e-05,0.564519923336399,3.59597724246064e-12,NA,0.00534781102690962,NA,0.0240504355646115,NA,NA,NA
"Zm00001eb269980",4.95113663718839e-07,0.6181711522699,3.09874435340296e-05,NA,0.000281103994576925,NA,0.00134281521039004,NA,NA,NA
"Zm00001eb270000",0.00114655746492966,0.409554517717079,3.41389867663517e-15,NA,0.00309545767356117,NA,NA,NA,NA,NA
"Zm00001eb270050",2.73431304962255e-05,0.585095119615845,3.50795812582494e-15,0.00154362384796537,NA,0.0028219565116029,NA,0.0104719974479538,NA,NA
"Zm00001eb270100",0.00052778184402397,0.456584410830314,6.86087525544086e-15,NA,NA,NA,0.00192993406611554,NA,NA,NA
"Zm00001eb270130",2.42958951853626e-09,0.673125996689303,0.0261091911466674,NA,NA,0.0193242243776831,NA,NA,0.0143832815980192,0.017515991662882
"Zm00001eb270150",2.00943364600414e-13,0.807015343659495,8.88259386511743e-13,NA,NA,0.012199471902851,0.000473837105637097,NA,0.0043037573830138,NA
"Zm00001eb270180",7.15118493193126e-21,0.904615479623825,0.00448509691435056,4.11214509257174e-05,2.96435060053298e-05,2.94863993574866e-05,1.69275533690455e-05,2.37499086183847e-05,1.4040947353642e-05,2.22119978845422e-05
"Zm00001eb270210",0.00296571035115909,0.431729403024471,5.97096248147132e-14,NA,NA,NA,NA,0.00573993778133911,NA,0.00746442013687905
"Zm00001eb270230",0.000828724135759831,0.394669601212993,1.49626865673163e-16,NA,NA,NA,NA,NA,NA,0.00350980442996319
"Zm00001eb270270",0.00175114834964873,0.376995027437272,5.54208231079765e-07,0.00573806319209706,NA,NA,NA,NA,NA,0.0105975753990711
"Zm00001eb270290",4.76895024090243e-09,0.664363665013034,0.00104978406427894,NA,0.00201190014084128,NA,0.0189898151224883,NA,NA,NA
"Zm00001eb270400",3.40512004605686e-14,0.794677920621413,3.28623107723503e-18,NA,NA,NA,8.88670247608899e-06,NA,4.66681841865967e-05,NA
"Zm00001eb270570",3.79918398929134e-12,0.803337438843212,0.000342300866634678,NA,0.000937032880745179,NA,0.000522495280434171,0.00553320628446884,NA,NA
"Zm00001eb270580",0.00614909470639741,0.304336741134107,1.38719959094874e-05,NA,NA,0.0306860202184742,NA,NA,NA,NA
"Zm00001eb270630",2.91134590649699e-18,0.815738434869904,6.71570128673333e-22,NA,NA,NA,5.48167358378026e-08,NA,NA,NA
"Zm00001eb270640",0.00257147048254647,0.394924927823955,0.0476621855845719,NA,0.0118539912837074,NA,0.0102379379561557,NA,NA,NA
"Zm00001eb270720",7.69547655259163e-07,0.591985047364188,0.0134211757451617,NA,NA,NA,NA,NA,0.00577046671187796,NA
"Zm00001eb270810",9.30736512360253e-06,0.63600771790367,0.000507683880154195,NA,0.000352065189842103,NA,NA,NA,NA,0.0493273981823643
"Zm00001eb270820",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb270830",7.25917867718332e-08,0.66301233204086,6.12907456408486e-15,NA,NA,NA,0.000561390627262789,0.0111763325320986,NA,0.0407227287197323
"Zm00001eb270870",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb270880",0.000210147304173354,0.525232605370627,2.35233107838144e-07,NA,0.00256152613157184,NA,0.00734959228940073,NA,NA,0.0220699792275866
"Zm00001eb270910",NA,3.83013299959666e-15,0.00867050573021782,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb270940",1.98090943717781e-07,0.692006993283128,6.29627069456452e-17,0.0123823589365993,NA,NA,0.000451895903726627,NA,NA,NA
"Zm00001eb270950",2.89969051759432e-05,0.567383516813517,7.89846341804666e-10,NA,0.000502362255188287,NA,NA,NA,NA,NA
"Zm00001eb271180",3.29656089918545e-08,0.688766079503078,NA,NA,0.00547690741950682,NA,0.011381754605846,NA,0.0268491347074951,NA
"Zm00001eb271200",8.30340117021289e-07,0.592966156178944,1.31240047642861e-16,NA,9.57250801117526e-05,NA,NA,NA,NA,NA
"Zm00001eb271250",0.00175439842144554,0.441982391973732,NA,NA,NA,NA,0.0169432463445289,NA,NA,NA
"Zm00001eb271280",1.31599774018961e-06,0.549665342523517,NA,NA,0.000838772723974704,NA,NA,NA,0.00515677752799929,NA
"Zm00001eb271290",2.51130445383616e-05,0.538195642458855,1.07797990425955e-05,NA,0.000395214880211785,NA,NA,NA,NA,NA
"Zm00001eb271310",2.3520131570047e-12,0.760894156657332,3.51283679573943e-10,NA,0.000301806519129633,NA,0.00454109342584668,NA,NA,NA
"Zm00001eb271410",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb271490",0.0149667992311098,0.274241277401775,2.43850799373903e-26,NA,NA,NA,NA,NA,NA,0.020254451304889
"Zm00001eb271520",1.91978372720829e-09,0.716422292375529,1.63836938325547e-13,NA,NA,NA,0.000483634739315439,NA,0.00217391917144686,NA
"Zm00001eb271550",0.00054353688789535,0.480403008768992,7.28571698029173e-13,NA,0.00305939025286548,NA,0.00756993661225388,NA,NA,NA
"Zm00001eb271620",7.65964601940167e-11,0.773681812356906,4.84588527858317e-13,NA,7.44343632234823e-06,NA,NA,NA,NA,0.00370674275883949
"Zm00001eb271820",8.55867094758974e-14,0.785741648382143,6.11493631581335e-26,NA,NA,0.0322652821639231,4.81155703694028e-07,NA,NA,NA
"Zm00001eb271980",0.00673481229098036,0.379024208227163,0.00315289905978601,NA,NA,0.0292700754157018,NA,0.019113578584047,NA,NA
"Zm00001eb272010",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb272020",3.70851111081088e-09,0.761299479966803,7.42520802740725e-11,NA,NA,0.0337623606711528,0.000908494418751148,NA,0.00498054474612606,NA
"Zm00001eb272040",5.96303077460807e-06,0.622380586331448,2.79749975264862e-05,NA,0.00104461843908069,NA,0.00523960827457144,NA,NA,NA
"Zm00001eb272050",1.46861285711139e-07,0.633215364711873,0.046750059420672,NA,NA,0.00426520909050961,NA,NA,NA,NA
"Zm00001eb272090",4.38319571255815e-12,0.61014179822151,NA,NA,6.92428710426827e-05,NA,NA,NA,0.00967425805801644,NA
"Zm00001eb272150",6.83060032354984e-09,0.663757758308952,0.000479206823755851,NA,0.00404298805777426,NA,NA,NA,NA,NA
"Zm00001eb272230",NA,0,0.0126900801535322,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb272270",NA,0,2.91265511834222e-11,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb272330",6.75636418031381e-06,0.544357963533717,3.48444355019277e-13,NA,NA,NA,0.010405205063799,NA,0.0377012543974484,NA
"Zm00001eb272380",2.62606200786882e-05,0.566458390402929,NA,NA,0.0143301167223435,NA,0.00341467029159643,0.00926337847832301,NA,NA
"Zm00001eb272410",9.68025174325772e-06,0.637092848752862,1.56593668230508e-13,NA,NA,0.0292395580856068,0.0083208416987396,NA,0.0310834791159261,NA
"Zm00001eb272430",1.94025843427726e-05,0.681734198742376,4.89547023542523e-07,0.0155667005961904,NA,0.0149755234965563,NA,0.0157947839457305,0.0115815938844399,0.0183607224293314
"Zm00001eb272480",0.00193564428405557,0.432475335985649,0.0145590666746596,NA,0.0227202902845941,NA,0.0226273644467993,NA,0.0211378521150581,NA
"Zm00001eb272500",NA,0,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb272550",0.007547337754265,0.27280639942746,2.36607524515828e-09,NA,NA,NA,0.0180306971062823,NA,NA,NA
"Zm00001eb272600",1.04607427743119e-07,0.677744058785439,1.10859083235219e-10,NA,2.96353009897554e-05,NA,NA,NA,NA,0.0496214919772034
"Zm00001eb272640",1.43762183524009e-11,0.787662483414523,1.70302634309703e-12,NA,NA,NA,0.00307676590466759,0.00744924299276177,0.0283711699851745,NA
"Zm00001eb272660",3.95969801141078e-08,0.674152709080406,1.39993722094387e-12,NA,0.000930049706145565,NA,NA,NA,0.0331397106296699,NA
"Zm00001eb272700",NA,0,0.0138911087337139,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb272710",6.53946278357725e-05,0.484617576415759,7.84680527078326e-15,NA,0.000555807523414758,NA,NA,NA,NA,NA
"Zm00001eb272720",3.8717442590292e-06,0.540558739237827,6.2289430518687e-12,NA,NA,NA,0.00014799292263093,NA,NA,NA
"Zm00001eb272730",0.00469743421833407,0.338586882628689,0.0408298936359864,NA,NA,NA,0.0285238985116523,NA,NA,NA
"Zm00001eb272890",0.00200962635694046,0.373892022890433,2.51910831313835e-18,NA,NA,NA,0.00483525730479201,NA,NA,NA
"Zm00001eb272940",7.73138794346596e-05,0.516204068836441,1.61854849348822e-11,NA,NA,NA,0.000589453215543844,NA,NA,NA
"Zm00001eb272980",NA,1.65514575022459e-16,2.06010830320406e-08,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb273010",3.17344285271741e-06,0.636745847907761,9.75622335363969e-13,NA,0.000154509980225256,NA,NA,0.039363839570987,NA,NA
